Dataset,Record_ID,Field,Issue,Severity,Status
Customer,201029,Customer_Type,Missing customer type,Medium,Review
Customer,201035,Customer_Type,Missing customer type,Medium,Review
Customer,201057,Customer_Type,Missing customer type,Medium,Review
Customer,201155,Customer_Type,Missing customer type,Medium,Review
Customer,201165,Customer_Type,Missing customer type,Medium,Review
Customer,201195,Customer_Type,Missing customer type,Medium,Review
Customer,201201,Customer_Type,Missing customer type,Medium,Review
Customer,201213,Customer_Type,Missing customer type,Medium,Review
Customer,201236,Customer_Type,Missing customer type,Medium,Review
Customer,201291,Customer_Type,Missing customer type,Medium,Review
Customer,201371,Customer_Type,Missing customer type,Medium,Review
Customer,201398,Customer_Type,Missing customer type,Medium,Review
Customer,201404,Customer_Type,Missing customer type,Medium,Review
Customer,201430,Customer_Type,Missing customer type,Medium,Review
Customer,201439,Customer_Type,Missing customer type,Medium,Review
Customer,201522,Customer_Type,Missing customer type,Medium,Review
Customer,201527,Customer_Type,Missing customer type,Medium,Review
Customer,201573,Customer_Type,Missing customer type,Medium,Review
Customer,201584,Customer_Type,Missing customer type,Medium,Review
Customer,201589,Customer_Type,Missing customer type,Medium,Review
Customer,201611,Customer_Type,Missing customer type,Medium,Review
Customer,201641,Customer_Type,Missing customer type,Medium,Review
Customer,201663,Customer_Type,Missing customer type,Medium,Review
Customer,201704,Customer_Type,Missing customer type,Medium,Review
Customer,201736,Customer_Type,Missing customer type,Medium,Review
Customer,201764,Customer_Type,Missing customer type,Medium,Review
Customer,201806,Customer_Type,Missing customer type,Medium,Review
Customer,201808,Customer_Type,Missing customer type,Medium,Review
Customer,201814,Customer_Type,Missing customer type,Medium,Review
Customer,201833,Customer_Type,Missing customer type,Medium,Review
Customer,201839,Customer_Type,Missing customer type,Medium,Review
Customer,201845,Customer_Type,Missing customer type,Medium,Review
Customer,201862,Customer_Type,Missing customer type,Medium,Review
Customer,201870,Customer_Type,Missing customer type,Medium,Review
Customer,201921,Customer_Type,Missing customer type,Medium,Review
Customer,201935,Customer_Type,Missing customer type,Medium,Review
Customer,202028,Customer_Type,Missing customer type,Medium,Review
Customer,202029,Customer_Type,Missing customer type,Medium,Review
Customer,202043,Customer_Type,Missing customer type,Medium,Review
Customer,202079,Customer_Type,Missing customer type,Medium,Review
Customer,202095,Customer_Type,Missing customer type,Medium,Review
Customer,202101,Customer_Type,Missing customer type,Medium,Review
Customer,202129,Customer_Type,Missing customer type,Medium,Review
Customer,202140,Customer_Type,Missing customer type,Medium,Review
Customer,202151,Customer_Type,Missing customer type,Medium,Review
Customer,202152,Customer_Type,Missing customer type,Medium,Review
Customer,202168,Customer_Type,Missing customer type,Medium,Review
Customer,202210,Customer_Type,Missing customer type,Medium,Review
Customer,202225,Customer_Type,Missing customer type,Medium,Review
Customer,202227,Customer_Type,Missing customer type,Medium,Review
Customer,202255,Customer_Type,Missing customer type,Medium,Review
Customer,202285,Customer_Type,Missing customer type,Medium,Review
Customer,202321,Customer_Type,Missing customer type,Medium,Review
Customer,202338,Customer_Type,Missing customer type,Medium,Review
Customer,202341,Customer_Type,Missing customer type,Medium,Review
Customer,202353,Customer_Type,Missing customer type,Medium,Review
Customer,202409,Customer_Type,Missing customer type,Medium,Review
Customer,202410,Customer_Type,Missing customer type,Medium,Review
Customer,202438,Customer_Type,Missing customer type,Medium,Review
Customer,202467,Customer_Type,Missing customer type,Medium,Review
Customer,202468,Customer_Type,Missing customer type,Medium,Review
Customer,202518,Customer_Type,Missing customer type,Medium,Review
Customer,202527,Customer_Type,Missing customer type,Medium,Review
Customer,202544,Customer_Type,Missing customer type,Medium,Review
Customer,202550,Customer_Type,Missing customer type,Medium,Review
Customer,202602,Customer_Type,Missing customer type,Medium,Review
Customer,202625,Customer_Type,Missing customer type,Medium,Review
Customer,202634,Customer_Type,Missing customer type,Medium,Review
Customer,202652,Customer_Type,Missing customer type,Medium,Review
Customer,202696,Customer_Type,Missing customer type,Medium,Review
Customer,202715,Customer_Type,Missing customer type,Medium,Review
Customer,202719,Customer_Type,Missing customer type,Medium,Review
Customer,202747,Customer_Type,Missing customer type,Medium,Review
Customer,202756,Customer_Type,Missing customer type,Medium,Review
Customer,202758,Customer_Type,Missing customer type,Medium,Review
Customer,202773,Customer_Type,Missing customer type,Medium,Review
Customer,202787,Customer_Type,Missing customer type,Medium,Review
Customer,202794,Customer_Type,Missing customer type,Medium,Review
Customer,202795,Customer_Type,Missing customer type,Medium,Review
Customer,202798,Customer_Type,Missing customer type,Medium,Review
Customer,202819,Customer_Type,Missing customer type,Medium,Review
Customer,202859,Customer_Type,Missing customer type,Medium,Review
Customer,202890,Customer_Type,Missing customer type,Medium,Review
Customer,202904,Customer_Type,Missing customer type,Medium,Review
Customer,202949,Customer_Type,Missing customer type,Medium,Review
Customer,202990,Customer_Type,Missing customer type,Medium,Review
Customer,203005,Customer_Type,Missing customer type,Medium,Review
Customer,203006,Customer_Type,Missing customer type,Medium,Review
Customer,203008,Customer_Type,Missing customer type,Medium,Review
Customer,203026,Customer_Type,Missing customer type,Medium,Review
Customer,203028,Customer_Type,Missing customer type,Medium,Review
Customer,203045,Customer_Type,Missing customer type,Medium,Review
Customer,203056,Customer_Type,Missing customer type,Medium,Review
Customer,203068,Customer_Type,Missing customer type,Medium,Review
Customer,203083,Customer_Type,Missing customer type,Medium,Review
Customer,203121,Customer_Type,Missing customer type,Medium,Review
Customer,203164,Customer_Type,Missing customer type,Medium,Review
Customer,203202,Customer_Type,Missing customer type,Medium,Review
Customer,203242,Customer_Type,Missing customer type,Medium,Review
Customer,203247,Customer_Type,Missing customer type,Medium,Review
Customer,203270,Customer_Type,Missing customer type,Medium,Review
Customer,203272,Customer_Type,Missing customer type,Medium,Review
Customer,203329,Customer_Type,Missing customer type,Medium,Review
Customer,203330,Customer_Type,Missing customer type,Medium,Review
Customer,203385,Customer_Type,Missing customer type,Medium,Review
Customer,203407,Customer_Type,Missing customer type,Medium,Review
Customer,203416,Customer_Type,Missing customer type,Medium,Review
Customer,203425,Customer_Type,Missing customer type,Medium,Review
Customer,203470,Customer_Type,Missing customer type,Medium,Review
Customer,203475,Customer_Type,Missing customer type,Medium,Review
Customer,203476,Customer_Type,Missing customer type,Medium,Review
Customer,203497,Customer_Type,Missing customer type,Medium,Review
Customer,203522,Customer_Type,Missing customer type,Medium,Review
Customer,203528,Customer_Type,Missing customer type,Medium,Review
Customer,203544,Customer_Type,Missing customer type,Medium,Review
Customer,203547,Customer_Type,Missing customer type,Medium,Review
Customer,203563,Customer_Type,Missing customer type,Medium,Review
Customer,203626,Customer_Type,Missing customer type,Medium,Review
Customer,203665,Customer_Type,Missing customer type,Medium,Review
Customer,203690,Customer_Type,Missing customer type,Medium,Review
Customer,203706,Customer_Type,Missing customer type,Medium,Review
Customer,203714,Customer_Type,Missing customer type,Medium,Review
Customer,203733,Customer_Type,Missing customer type,Medium,Review
Customer,203755,Customer_Type,Missing customer type,Medium,Review
Customer,203770,Customer_Type,Missing customer type,Medium,Review
Customer,203799,Customer_Type,Missing customer type,Medium,Review
Customer,203806,Customer_Type,Missing customer type,Medium,Review
Customer,203837,Customer_Type,Missing customer type,Medium,Review
Customer,203844,Customer_Type,Missing customer type,Medium,Review
Customer,203854,Customer_Type,Missing customer type,Medium,Review
Customer,203921,Customer_Type,Missing customer type,Medium,Review
Customer,203939,Customer_Type,Missing customer type,Medium,Review
Customer,203966,Customer_Type,Missing customer type,Medium,Review
Customer,203977,Customer_Type,Missing customer type,Medium,Review
Customer,204019,Customer_Type,Missing customer type,Medium,Review
Customer,204057,Customer_Type,Missing customer type,Medium,Review
Customer,204060,Customer_Type,Missing customer type,Medium,Review
Customer,204061,Customer_Type,Missing customer type,Medium,Review
Customer,204087,Customer_Type,Missing customer type,Medium,Review
Customer,204095,Customer_Type,Missing customer type,Medium,Review
Customer,204122,Customer_Type,Missing customer type,Medium,Review
Customer,204125,Customer_Type,Missing customer type,Medium,Review
Customer,204143,Customer_Type,Missing customer type,Medium,Review
Customer,204161,Customer_Type,Missing customer type,Medium,Review
Customer,204163,Customer_Type,Missing customer type,Medium,Review
Customer,204167,Customer_Type,Missing customer type,Medium,Review
Customer,204184,Customer_Type,Missing customer type,Medium,Review
Customer,204223,Customer_Type,Missing customer type,Medium,Review
Customer,204231,Customer_Type,Missing customer type,Medium,Review
Customer,204298,Customer_Type,Missing customer type,Medium,Review
Customer,204385,Customer_Type,Missing customer type,Medium,Review
Customer,204402,Customer_Type,Missing customer type,Medium,Review
Customer,204443,Customer_Type,Missing customer type,Medium,Review
Customer,204451,Customer_Type,Missing customer type,Medium,Review
Customer,204485,Customer_Type,Missing customer type,Medium,Review
Customer,204522,Customer_Type,Missing customer type,Medium,Review
Customer,204527,Customer_Type,Missing customer type,Medium,Review
Customer,204553,Customer_Type,Missing customer type,Medium,Review
Customer,204562,Customer_Type,Missing customer type,Medium,Review
Customer,204605,Customer_Type,Missing customer type,Medium,Review
Customer,204624,Customer_Type,Missing customer type,Medium,Review
Customer,204627,Customer_Type,Missing customer type,Medium,Review
Customer,204666,Customer_Type,Missing customer type,Medium,Review
Customer,204684,Customer_Type,Missing customer type,Medium,Review
Customer,204725,Customer_Type,Missing customer type,Medium,Review
Customer,204757,Customer_Type,Missing customer type,Medium,Review
Customer,204789,Customer_Type,Missing customer type,Medium,Review
Customer,204799,Customer_Type,Missing customer type,Medium,Review
Customer,204803,Customer_Type,Missing customer type,Medium,Review
Customer,204844,Customer_Type,Missing customer type,Medium,Review
Customer,204854,Customer_Type,Missing customer type,Medium,Review
Customer,204860,Customer_Type,Missing customer type,Medium,Review
Customer,204888,Customer_Type,Missing customer type,Medium,Review
Customer,204905,Customer_Type,Missing customer type,Medium,Review
Customer,204920,Customer_Type,Missing customer type,Medium,Review
Customer,204948,Customer_Type,Missing customer type,Medium,Review
Customer,204989,Customer_Type,Missing customer type,Medium,Review
Customer,205001,Customer_Type,Missing customer type,Medium,Review
Customer,205006,Customer_Type,Missing customer type,Medium,Review
Customer,205008,Customer_Type,Missing customer type,Medium,Review
Customer,205010,Customer_Type,Missing customer type,Medium,Review
Customer,205061,Customer_Type,Missing customer type,Medium,Review
Customer,205087,Customer_Type,Missing customer type,Medium,Review
Customer,205125,Customer_Type,Missing customer type,Medium,Review
Customer,205173,Customer_Type,Missing customer type,Medium,Review
Customer,205230,Customer_Type,Missing customer type,Medium,Review
Customer,205270,Customer_Type,Missing customer type,Medium,Review
Customer,205307,Customer_Type,Missing customer type,Medium,Review
Customer,205313,Customer_Type,Missing customer type,Medium,Review
Customer,205387,Customer_Type,Missing customer type,Medium,Review
Customer,205391,Customer_Type,Missing customer type,Medium,Review
Customer,205405,Customer_Type,Missing customer type,Medium,Review
Customer,205406,Customer_Type,Missing customer type,Medium,Review
Customer,205416,Customer_Type,Missing customer type,Medium,Review
Customer,205422,Customer_Type,Missing customer type,Medium,Review
Customer,205425,Customer_Type,Missing customer type,Medium,Review
Customer,205433,Customer_Type,Missing customer type,Medium,Review
Customer,205445,Customer_Type,Missing customer type,Medium,Review
Customer,205469,Customer_Type,Missing customer type,Medium,Review
Customer,205474,Customer_Type,Missing customer type,Medium,Review
Customer,205567,Customer_Type,Missing customer type,Medium,Review
Customer,205568,Customer_Type,Missing customer type,Medium,Review
Customer,205576,Customer_Type,Missing customer type,Medium,Review
Customer,205631,Customer_Type,Missing customer type,Medium,Review
Customer,205640,Customer_Type,Missing customer type,Medium,Review
Customer,205641,Customer_Type,Missing customer type,Medium,Review
Customer,205662,Customer_Type,Missing customer type,Medium,Review
Customer,205668,Customer_Type,Missing customer type,Medium,Review
Customer,205671,Customer_Type,Missing customer type,Medium,Review
Customer,205675,Customer_Type,Missing customer type,Medium,Review
Customer,205696,Customer_Type,Missing customer type,Medium,Review
Customer,205703,Customer_Type,Missing customer type,Medium,Review
Customer,205724,Customer_Type,Missing customer type,Medium,Review
Customer,205733,Customer_Type,Missing customer type,Medium,Review
Customer,205743,Customer_Type,Missing customer type,Medium,Review
Customer,205763,Customer_Type,Missing customer type,Medium,Review
Customer,205768,Customer_Type,Missing customer type,Medium,Review
Customer,205769,Customer_Type,Missing customer type,Medium,Review
Customer,205778,Customer_Type,Missing customer type,Medium,Review
Customer,205779,Customer_Type,Missing customer type,Medium,Review
Customer,205789,Customer_Type,Missing customer type,Medium,Review
Customer,205795,Customer_Type,Missing customer type,Medium,Review
Customer,205818,Customer_Type,Missing customer type,Medium,Review
Customer,205820,Customer_Type,Missing customer type,Medium,Review
Customer,205822,Customer_Type,Missing customer type,Medium,Review
Customer,205859,Customer_Type,Missing customer type,Medium,Review
Customer,205953,Customer_Type,Missing customer type,Medium,Review
Customer,205977,Customer_Type,Missing customer type,Medium,Review
Customer,205999,Customer_Type,Missing customer type,Medium,Review
Customer,206001,Customer_Type,Missing customer type,Medium,Review
Customer,206007,Customer_Type,Missing customer type,Medium,Review
Customer,206009,Customer_Type,Missing customer type,Medium,Review
Customer,206014,Customer_Type,Missing customer type,Medium,Review
Customer,206018,Customer_Type,Missing customer type,Medium,Review
Customer,206022,Customer_Type,Missing customer type,Medium,Review
Customer,206030,Customer_Type,Missing customer type,Medium,Review
Customer,206052,Customer_Type,Missing customer type,Medium,Review
Customer,206062,Customer_Type,Missing customer type,Medium,Review
Customer,206068,Customer_Type,Missing customer type,Medium,Review
Customer,206087,Customer_Type,Missing customer type,Medium,Review
Customer,206123,Customer_Type,Missing customer type,Medium,Review
Customer,206134,Customer_Type,Missing customer type,Medium,Review
Customer,206149,Customer_Type,Missing customer type,Medium,Review
Customer,206165,Customer_Type,Missing customer type,Medium,Review
Customer,206171,Customer_Type,Missing customer type,Medium,Review
Customer,206204,Customer_Type,Missing customer type,Medium,Review
Customer,206205,Customer_Type,Missing customer type,Medium,Review
Customer,206217,Customer_Type,Missing customer type,Medium,Review
Customer,206223,Customer_Type,Missing customer type,Medium,Review
Customer,206261,Customer_Type,Missing customer type,Medium,Review
Customer,206271,Customer_Type,Missing customer type,Medium,Review
Customer,206316,Customer_Type,Missing customer type,Medium,Review
Customer,206412,Customer_Type,Missing customer type,Medium,Review
Customer,206427,Customer_Type,Missing customer type,Medium,Review
Customer,206433,Customer_Type,Missing customer type,Medium,Review
Customer,206435,Customer_Type,Missing customer type,Medium,Review
Customer,206466,Customer_Type,Missing customer type,Medium,Review
Customer,206474,Customer_Type,Missing customer type,Medium,Review
Customer,206485,Customer_Type,Missing customer type,Medium,Review
Customer,206493,Customer_Type,Missing customer type,Medium,Review
Customer,206506,Customer_Type,Missing customer type,Medium,Review
Customer,206545,Customer_Type,Missing customer type,Medium,Review
Customer,206573,Customer_Type,Missing customer type,Medium,Review
Customer,206618,Customer_Type,Missing customer type,Medium,Review
Customer,206654,Customer_Type,Missing customer type,Medium,Review
Customer,206670,Customer_Type,Missing customer type,Medium,Review
Customer,206680,Customer_Type,Missing customer type,Medium,Review
Customer,206722,Customer_Type,Missing customer type,Medium,Review
Customer,206738,Customer_Type,Missing customer type,Medium,Review
Customer,206755,Customer_Type,Missing customer type,Medium,Review
Customer,206758,Customer_Type,Missing customer type,Medium,Review
Customer,206776,Customer_Type,Missing customer type,Medium,Review
Customer,206806,Customer_Type,Missing customer type,Medium,Review
Customer,206841,Customer_Type,Missing customer type,Medium,Review
Customer,206849,Customer_Type,Missing customer type,Medium,Review
Customer,206871,Customer_Type,Missing customer type,Medium,Review
Customer,206884,Customer_Type,Missing customer type,Medium,Review
Customer,206930,Customer_Type,Missing customer type,Medium,Review
Customer,206944,Customer_Type,Missing customer type,Medium,Review
Customer,206968,Customer_Type,Missing customer type,Medium,Review
Customer,207010,Customer_Type,Missing customer type,Medium,Review
Customer,207017,Customer_Type,Missing customer type,Medium,Review
Customer,207025,Customer_Type,Missing customer type,Medium,Review
Customer,207027,Customer_Type,Missing customer type,Medium,Review
Customer,207033,Customer_Type,Missing customer type,Medium,Review
Customer,207077,Customer_Type,Missing customer type,Medium,Review
Customer,207111,Customer_Type,Missing customer type,Medium,Review
Customer,207156,Customer_Type,Missing customer type,Medium,Review
Customer,207192,Customer_Type,Missing customer type,Medium,Review
Customer,207205,Customer_Type,Missing customer type,Medium,Review
Customer,207235,Customer_Type,Missing customer type,Medium,Review
Customer,207282,Customer_Type,Missing customer type,Medium,Review
Customer,207287,Customer_Type,Missing customer type,Medium,Review
Customer,207291,Customer_Type,Missing customer type,Medium,Review
Customer,207295,Customer_Type,Missing customer type,Medium,Review
Customer,207304,Customer_Type,Missing customer type,Medium,Review
Customer,207315,Customer_Type,Missing customer type,Medium,Review
Customer,207317,Customer_Type,Missing customer type,Medium,Review
Customer,207327,Customer_Type,Missing customer type,Medium,Review
Customer,207353,Customer_Type,Missing customer type,Medium,Review
Customer,207359,Customer_Type,Missing customer type,Medium,Review
Customer,207407,Customer_Type,Missing customer type,Medium,Review
Customer,207441,Customer_Type,Missing customer type,Medium,Review
Customer,207447,Customer_Type,Missing customer type,Medium,Review
Customer,207455,Customer_Type,Missing customer type,Medium,Review
Customer,207469,Customer_Type,Missing customer type,Medium,Review
Customer,207472,Customer_Type,Missing customer type,Medium,Review
Customer,207483,Customer_Type,Missing customer type,Medium,Review
Customer,207484,Customer_Type,Missing customer type,Medium,Review
Customer,207486,Customer_Type,Missing customer type,Medium,Review
Customer,207490,Customer_Type,Missing customer type,Medium,Review
Customer,207498,Customer_Type,Missing customer type,Medium,Review
Customer,207535,Customer_Type,Missing customer type,Medium,Review
Customer,207566,Customer_Type,Missing customer type,Medium,Review
Customer,207592,Customer_Type,Missing customer type,Medium,Review
Customer,207610,Customer_Type,Missing customer type,Medium,Review
Customer,207617,Customer_Type,Missing customer type,Medium,Review
Customer,207637,Customer_Type,Missing customer type,Medium,Review
Customer,207651,Customer_Type,Missing customer type,Medium,Review
Customer,207658,Customer_Type,Missing customer type,Medium,Review
Customer,207661,Customer_Type,Missing customer type,Medium,Review
Customer,207688,Customer_Type,Missing customer type,Medium,Review
Customer,207767,Customer_Type,Missing customer type,Medium,Review
Customer,207768,Customer_Type,Missing customer type,Medium,Review
Customer,207776,Customer_Type,Missing customer type,Medium,Review
Customer,207783,Customer_Type,Missing customer type,Medium,Review
Customer,207786,Customer_Type,Missing customer type,Medium,Review
Customer,207803,Customer_Type,Missing customer type,Medium,Review
Customer,207809,Customer_Type,Missing customer type,Medium,Review
Customer,207810,Customer_Type,Missing customer type,Medium,Review
Customer,207850,Customer_Type,Missing customer type,Medium,Review
Customer,207852,Customer_Type,Missing customer type,Medium,Review
Customer,207875,Customer_Type,Missing customer type,Medium,Review
Customer,207893,Customer_Type,Missing customer type,Medium,Review
Customer,207921,Customer_Type,Missing customer type,Medium,Review
Customer,207941,Customer_Type,Missing customer type,Medium,Review
Customer,207942,Customer_Type,Missing customer type,Medium,Review
Customer,207961,Customer_Type,Missing customer type,Medium,Review
Customer,208025,Customer_Type,Missing customer type,Medium,Review
Customer,208038,Customer_Type,Missing customer type,Medium,Review
Customer,208102,Customer_Type,Missing customer type,Medium,Review
Customer,208110,Customer_Type,Missing customer type,Medium,Review
Customer,208118,Customer_Type,Missing customer type,Medium,Review
Customer,208143,Customer_Type,Missing customer type,Medium,Review
Customer,208180,Customer_Type,Missing customer type,Medium,Review
Customer,208187,Customer_Type,Missing customer type,Medium,Review
Customer,208191,Customer_Type,Missing customer type,Medium,Review
Customer,208266,Customer_Type,Missing customer type,Medium,Review
Customer,208321,Customer_Type,Missing customer type,Medium,Review
Customer,208344,Customer_Type,Missing customer type,Medium,Review
Customer,208359,Customer_Type,Missing customer type,Medium,Review
Customer,208373,Customer_Type,Missing customer type,Medium,Review
Customer,208395,Customer_Type,Missing customer type,Medium,Review
Customer,208400,Customer_Type,Missing customer type,Medium,Review
Customer,208427,Customer_Type,Missing customer type,Medium,Review
Customer,208432,Customer_Type,Missing customer type,Medium,Review
Customer,208443,Customer_Type,Missing customer type,Medium,Review
Customer,208519,Customer_Type,Missing customer type,Medium,Review
Customer,208543,Customer_Type,Missing customer type,Medium,Review
Customer,208551,Customer_Type,Missing customer type,Medium,Review
Customer,208568,Customer_Type,Missing customer type,Medium,Review
Customer,208578,Customer_Type,Missing customer type,Medium,Review
Customer,208588,Customer_Type,Missing customer type,Medium,Review
Customer,208613,Customer_Type,Missing customer type,Medium,Review
Customer,208617,Customer_Type,Missing customer type,Medium,Review
Customer,208634,Customer_Type,Missing customer type,Medium,Review
Customer,208649,Customer_Type,Missing customer type,Medium,Review
Customer,208663,Customer_Type,Missing customer type,Medium,Review
Customer,208675,Customer_Type,Missing customer type,Medium,Review
Customer,208676,Customer_Type,Missing customer type,Medium,Review
Customer,208677,Customer_Type,Missing customer type,Medium,Review
Customer,208710,Customer_Type,Missing customer type,Medium,Review
Customer,208736,Customer_Type,Missing customer type,Medium,Review
Customer,208748,Customer_Type,Missing customer type,Medium,Review
Customer,208750,Customer_Type,Missing customer type,Medium,Review
Customer,208764,Customer_Type,Missing customer type,Medium,Review
Customer,208769,Customer_Type,Missing customer type,Medium,Review
Customer,208779,Customer_Type,Missing customer type,Medium,Review
Customer,208780,Customer_Type,Missing customer type,Medium,Review
Customer,208824,Customer_Type,Missing customer type,Medium,Review
Customer,208834,Customer_Type,Missing customer type,Medium,Review
Customer,208842,Customer_Type,Missing customer type,Medium,Review
Customer,208845,Customer_Type,Missing customer type,Medium,Review
Customer,208866,Customer_Type,Missing customer type,Medium,Review
Customer,208896,Customer_Type,Missing customer type,Medium,Review
Customer,208901,Customer_Type,Missing customer type,Medium,Review
Customer,208913,Customer_Type,Missing customer type,Medium,Review
Customer,208922,Customer_Type,Missing customer type,Medium,Review
Customer,208936,Customer_Type,Missing customer type,Medium,Review
Customer,208953,Customer_Type,Missing customer type,Medium,Review
Customer,208958,Customer_Type,Missing customer type,Medium,Review
Customer,208972,Customer_Type,Missing customer type,Medium,Review
Customer,208983,Customer_Type,Missing customer type,Medium,Review
Customer,208997,Customer_Type,Missing customer type,Medium,Review
Customer,209006,Customer_Type,Missing customer type,Medium,Review
Customer,209011,Customer_Type,Missing customer type,Medium,Review
Customer,209031,Customer_Type,Missing customer type,Medium,Review
Customer,209057,Customer_Type,Missing customer type,Medium,Review
Customer,209078,Customer_Type,Missing customer type,Medium,Review
Customer,209120,Customer_Type,Missing customer type,Medium,Review
Customer,209157,Customer_Type,Missing customer type,Medium,Review
Customer,209169,Customer_Type,Missing customer type,Medium,Review
Customer,209184,Customer_Type,Missing customer type,Medium,Review
Customer,209185,Customer_Type,Missing customer type,Medium,Review
Customer,209195,Customer_Type,Missing customer type,Medium,Review
Customer,209216,Customer_Type,Missing customer type,Medium,Review
Customer,209223,Customer_Type,Missing customer type,Medium,Review
Customer,209230,Customer_Type,Missing customer type,Medium,Review
Customer,209239,Customer_Type,Missing customer type,Medium,Review
Customer,209246,Customer_Type,Missing customer type,Medium,Review
Customer,209281,Customer_Type,Missing customer type,Medium,Review
Customer,209314,Customer_Type,Missing customer type,Medium,Review
Customer,209338,Customer_Type,Missing customer type,Medium,Review
Customer,209441,Customer_Type,Missing customer type,Medium,Review
Customer,209455,Customer_Type,Missing customer type,Medium,Review
Customer,209459,Customer_Type,Missing customer type,Medium,Review
Customer,209463,Customer_Type,Missing customer type,Medium,Review
Customer,209483,Customer_Type,Missing customer type,Medium,Review
Customer,209498,Customer_Type,Missing customer type,Medium,Review
Customer,209517,Customer_Type,Missing customer type,Medium,Review
Customer,209526,Customer_Type,Missing customer type,Medium,Review
Customer,209543,Customer_Type,Missing customer type,Medium,Review
Customer,209545,Customer_Type,Missing customer type,Medium,Review
Customer,209565,Customer_Type,Missing customer type,Medium,Review
Customer,209602,Customer_Type,Missing customer type,Medium,Review
Customer,209610,Customer_Type,Missing customer type,Medium,Review
Customer,209684,Customer_Type,Missing customer type,Medium,Review
Customer,209743,Customer_Type,Missing customer type,Medium,Review
Customer,209759,Customer_Type,Missing customer type,Medium,Review
Customer,209768,Customer_Type,Missing customer type,Medium,Review
Customer,209836,Customer_Type,Missing customer type,Medium,Review
Customer,209839,Customer_Type,Missing customer type,Medium,Review
Customer,209843,Customer_Type,Missing customer type,Medium,Review
Customer,209857,Customer_Type,Missing customer type,Medium,Review
Customer,209870,Customer_Type,Missing customer type,Medium,Review
Customer,209877,Customer_Type,Missing customer type,Medium,Review
Customer,209884,Customer_Type,Missing customer type,Medium,Review
Customer,209893,Customer_Type,Missing customer type,Medium,Review
Customer,209906,Customer_Type,Missing customer type,Medium,Review
Customer,209916,Customer_Type,Missing customer type,Medium,Review
Customer,209934,Customer_Type,Missing customer type,Medium,Review
Customer,209936,Customer_Type,Missing customer type,Medium,Review
Customer,209937,Customer_Type,Missing customer type,Medium,Review
Customer,209942,Customer_Type,Missing customer type,Medium,Review
Customer,209964,Customer_Type,Missing customer type,Medium,Review
Customer,200014,City,Missing city,Medium,Review
Customer,200019,City,Missing city,Medium,Review
Customer,200030,City,Missing city,Medium,Review
Customer,200039,City,Missing city,Medium,Review
Customer,200071,City,Missing city,Medium,Review
Customer,200073,City,Missing city,Medium,Review
Customer,200075,City,Missing city,Medium,Review
Customer,200088,City,Missing city,Medium,Review
Customer,200090,City,Missing city,Medium,Review
Customer,200092,City,Missing city,Medium,Review
Customer,200101,City,Missing city,Medium,Review
Customer,200127,City,Missing city,Medium,Review
Customer,200129,City,Missing city,Medium,Review
Customer,200136,City,Missing city,Medium,Review
Customer,200214,City,Missing city,Medium,Review
Customer,200238,City,Missing city,Medium,Review
Customer,200242,City,Missing city,Medium,Review
Customer,200262,City,Missing city,Medium,Review
Customer,200267,City,Missing city,Medium,Review
Customer,200276,City,Missing city,Medium,Review
Customer,200340,City,Missing city,Medium,Review
Customer,200351,City,Missing city,Medium,Review
Customer,200456,City,Missing city,Medium,Review
Customer,200477,City,Missing city,Medium,Review
Customer,200537,City,Missing city,Medium,Review
Customer,200538,City,Missing city,Medium,Review
Customer,200559,City,Missing city,Medium,Review
Customer,200564,City,Missing city,Medium,Review
Customer,200613,City,Missing city,Medium,Review
Customer,200631,City,Missing city,Medium,Review
Customer,200633,City,Missing city,Medium,Review
Customer,200643,City,Missing city,Medium,Review
Customer,200672,City,Missing city,Medium,Review
Customer,200684,City,Missing city,Medium,Review
Customer,200696,City,Missing city,Medium,Review
Customer,200698,City,Missing city,Medium,Review
Customer,200703,City,Missing city,Medium,Review
Customer,200732,City,Missing city,Medium,Review
Customer,200771,City,Missing city,Medium,Review
Customer,200807,City,Missing city,Medium,Review
Customer,200832,City,Missing city,Medium,Review
Customer,200858,City,Missing city,Medium,Review
Customer,200865,City,Missing city,Medium,Review
Customer,200868,City,Missing city,Medium,Review
Customer,200879,City,Missing city,Medium,Review
Customer,200937,City,Missing city,Medium,Review
Customer,200967,City,Missing city,Medium,Review
Customer,200990,City,Missing city,Medium,Review
Customer,200996,City,Missing city,Medium,Review
Customer,200999,City,Missing city,Medium,Review
Customer,201016,City,Missing city,Medium,Review
Customer,201035,City,Missing city,Medium,Review
Customer,201041,City,Missing city,Medium,Review
Customer,201042,City,Missing city,Medium,Review
Customer,201110,City,Missing city,Medium,Review
Customer,201118,City,Missing city,Medium,Review
Customer,201151,City,Missing city,Medium,Review
Customer,201155,City,Missing city,Medium,Review
Customer,201160,City,Missing city,Medium,Review
Customer,201181,City,Missing city,Medium,Review
Customer,201213,City,Missing city,Medium,Review
Customer,201215,City,Missing city,Medium,Review
Customer,201244,City,Missing city,Medium,Review
Customer,201246,City,Missing city,Medium,Review
Customer,201251,City,Missing city,Medium,Review
Customer,201272,City,Missing city,Medium,Review
Customer,201413,City,Missing city,Medium,Review
Customer,201421,City,Missing city,Medium,Review
Customer,201430,City,Missing city,Medium,Review
Customer,201476,City,Missing city,Medium,Review
Customer,201491,City,Missing city,Medium,Review
Customer,201536,City,Missing city,Medium,Review
