Branch_ID,City,Region,Customers,Transactions,Transaction_Value,Investment_Value,Firm_Revenue,Expenses,Profit_Margin
1207,Pune,West,1,2,2074.0,57201,402838.0,129623,81.26
1207,Solapur,West,1,2,8709.0,47324,402838.0,129623,81.26
1208,Kolhapur,East,1,2,884.0,35231,774290.0,324621,69.46
1208,Mumbai,North,1,1,2535.0,23043,774290.0,324621,69.46
1208,Nagpur,East,1,1,4367.0,22351,774290.0,324621,69.46
1208,Nagpur,South,1,1,3121.0,14527,774290.0,324621,69.46
1208,Nashik,North,1,2,5317.0,50809,774290.0,324621,69.46
1208,Nashik,South,1,1,3425.0,38384,774290.0,324621,69.46
1208,Pune,West,1,1,2876.0,32557,774290.0,324621,69.46
1208,Solapur,East,1,1,726.0,46151,774290.0,324621,69.46
1208,Solapur,South,1,2,5276.0,27744,774290.0,324621,69.46
1209,Kolhapur,West,1,1,4539.0,9625,,95647,5.72
1209,Nashik,North,1,1,4688.0,8533,,95647,5.72
1209,Pune,East,1,2,5268.0,41586,,95647,5.72
1209,Pune,North,1,1,4508.0,28950,,95647,5.72
1209,Pune,South,1,2,2681.0,25233,,95647,5.72
1209,Solapur,North,1,1,3226.0,13888,,95647,5.72
1209,Solapur,West,1,1,297.0,6986,,95647,5.72
1210,Kolhapur,East,2,7,18174.0,136456,178363.0,164014,80.09
1210,Kolhapur,North,1,2,4907.0,86132,178363.0,164014,80.09
1210,Kolhapur,South,1,2,6672.849711,13015,178363.0,164014,80.09
1210,Mumbai,North,1,1,2618.0,49848,178363.0,164014,80.09
1210,Nashik,West,1,1,4690.0,43867,178363.0,164014,80.09
1210,Pune,South,2,2,5059.0,58171,178363.0,164014,80.09
1210,Solapur,North,1,2,6756.0,54989,178363.0,164014,80.09
1211,Mumbai,East,1,2,8082.0,31870,905634.0,215963,15.81
1211,Mumbai,North,1,1,4119.0,33303,905634.0,215963,15.81
1211,Nashik,East,2,3,6119.0,110142,905634.0,215963,15.81
1211,Nashik,West,2,5,11040.0,85144,905634.0,215963,15.81
1211,Solapur,North,1,1,3184.0,11970,905634.0,215963,15.81
1211,Solapur,South,1,1,3997.0,22685,905634.0,215963,15.81
1211,Solapur,West,1,1,2692.0,42307,905634.0,215963,15.81
1212,Mumbai,North,1,3,7081.0156992,97401,844764.0,436685,-20.56
1212,Mumbai,South,1,1,4599.0,4574,844764.0,436685,-20.56
1212,Nagpur,East,1,1,2430.0,7911,844764.0,436685,-20.56
1212,Nagpur,North,1,1,1097.0,36206,844764.0,436685,-20.56
1212,Nagpur,South,1,1,3293.0,30924,844764.0,436685,-20.56
1212,Nagpur,West,1,2,6247.0,60843,844764.0,436685,-20.56
1212,Nashik,North,2,2,5146.0,53694,844764.0,436685,-20.56
1212,Solapur,South,1,2,1799.0,44354,844764.0,436685,-20.56
1213,Kolhapur,West,2,3,4742.0,65740,580234.0,492210,79.6
1213,Mumbai,South,1,1,3559.0,1288,580234.0,492210,79.6
1213,Nagpur,East,1,1,1044.0,32102,580234.0,492210,79.6
1213,Nagpur,North,2,3,12912.0,99595,580234.0,492210,79.6
1213,Pune,West,1,3,7071.0,60058,580234.0,492210,79.6
1213,Solapur,North,1,3,8617.0,69032,580234.0,492210,79.6
1213,Solapur,West,1,3,13904.0,62456,580234.0,492210,79.6
1214,Mumbai,East,1,1,138.0,29253,891396.0,466522,24.05
1214,Nashik,East,1,1,2494.0,43285,891396.0,466522,24.05
1214,Nashik,West,2,2,4511.0,74790,891396.0,466522,24.05
1214,Pune,North,1,1,2745.0,4589,891396.0,466522,24.05
1214,Solapur,North,1,6,17644.0,132275,891396.0,466522,24.05
1215,Kolhapur,East,1,1,4857.0,29011,699446.0,482171,15.07
1215,Nagpur,East,1,1,403.0,28068,699446.0,482171,15.07
1215,Nagpur,North,1,4,11519.0,67959,699446.0,482171,15.07
1215,Nashik,North,1,2,5430.0,79840,699446.0,482171,15.07
1215,Nashik,South,1,1,906.0,16080,699446.0,482171,15.07
1215,Nashik,West,1,1,206.0,28228,699446.0,482171,15.07
1215,Pune,South,1,1,2990.0,36718,699446.0,482171,15.07
1215,Solapur,East,1,1,1937.0,15751,699446.0,482171,15.07
1215,Solapur,South,2,2,7674.0,72585,699446.0,482171,15.07
1215,Solapur,West,1,1,2578.0,34264,699446.0,482171,15.07
1216,Kolhapur,South,1,1,4354.0,27731,841077.0,422714,-14.76
1216,Kolhapur,West,1,2,7253.0,34768,841077.0,422714,-14.76
1216,Mumbai,West,1,1,1172.0,49732,841077.0,422714,-14.76
1216,Nashik,East,2,4,6515.0,121073,841077.0,422714,-14.76
1216,Pune,West,1,1,4540.0,3349,841077.0,422714,-14.76
1216,Solapur,East,1,2,6455.0,74252,841077.0,422714,-14.76
1217,Mumbai,North,1,2,4266.0,30750,894540.0,488439,64.69
1217,Nagpur,North,1,2,1956.0,28750,894540.0,488439,64.69
1217,Solapur,West,1,1,2507.0,27877,894540.0,488439,64.69
1218,Kolhapur,South,2,2,5846.0,45718,519640.0,112598,32.53
1218,Mumbai,East,1,1,3497.0,14848,519640.0,112598,32.53
1218,Mumbai,South,1,2,5350.0,43864,519640.0,112598,32.53
1218,Nashik,East,1,3,9372.0,59984,519640.0,112598,32.53
1218,Pune,East,1,2,9527.0,31083,519640.0,112598,32.53
1218,Pune,West,2,5,17036.0,122413,519640.0,112598,32.53
1218,Solapur,South,1,2,7032.0,58465,519640.0,112598,32.53
1219,Kolhapur,North,1,1,2012.0,33572,578852.0,182486,-18.9
1219,Kolhapur,South,1,1,1507.0,33115,578852.0,182486,-18.9
1219,Mumbai,North,1,2,7327.0,43090,578852.0,182486,-18.9
1219,Mumbai,West,1,1,1615.0,8286,578852.0,182486,-18.9
1219,Nagpur,North,2,2,6557.0,30902,578852.0,182486,-18.9
1219,Nashik,South,1,1,4275.0,2862,578852.0,182486,-18.9
1219,Nashik,West,1,2,1510.0,43044,578852.0,182486,-18.9
1219,Solapur,South,1,2,5848.0,27367,578852.0,182486,-18.9
1220,Kolhapur,East,1,2,3973.0,60709,118288.0,152324,-11.1
1220,Kolhapur,South,1,2,6895.0,31873,118288.0,152324,-11.1
1220,Mumbai,South,1,1,535.0,39309,118288.0,152324,-11.1
1220,Nashik,North,1,2,7492.0,23692,118288.0,152324,-11.1
1220,Nashik,West,2,3,7244.0,106029,118288.0,152324,-11.1
1220,Pune,East,2,2,5647.0,57672,118288.0,152324,-11.1
1220,Pune,North,1,2,5803.0,26275,118288.0,152324,-11.1
1220,Pune,South,1,2,5834.0,53919,118288.0,152324,-11.1
1221,Kolhapur,South,1,1,465.0,10834,,282585,7.37
1221,Pune,South,1,1,1826.0,16133,,282585,7.37
1221,Solapur,South,1,2,6064.0,54843,,282585,7.37
1221,Solapur,West,1,4,11307.0,144783,,282585,7.37
1222,Mumbai,East,1,1,424.0,36861,726501.0,176722,30.15
1222,Nagpur,East,1,2,8857.0,62590,726501.0,176722,30.15
1222,Nashik,South,1,1,2543.0,37288,726501.0,176722,30.15
1222,Pune,East,1,1,3579.0,40160,726501.0,176722,30.15
1223,Kolhapur,South,1,2,4297.0,6400,297321.0,143804,70.78
1223,Mumbai,West,1,1,884.0009158,41334,297321.0,143804,70.78
1223,Nashik,West,1,3,8790.0,124637,297321.0,143804,70.78
1223,Pune,North,1,4,4391.0,110139,297321.0,143804,70.78
1223,Pune,South,1,1,1017.0,34849,297321.0,143804,70.78
1223,Solapur,East,1,1,2781.0,37442,297321.0,143804,70.78
1224,Kolhapur,West,1,1,4094.0,38055,472462.0,274775,-18.91
1224,Nagpur,East,1,1,2151.0,24887,472462.0,274775,-18.91
1224,Nagpur,South,1,1,3103.0,27928,472462.0,274775,-18.91
1224,Nashik,East,1,2,7210.0,68709,472462.0,274775,-18.91
1224,Pune,East,2,3,9151.0,26300,472462.0,274775,-18.91
1224,Pune,West,2,5,7824.0,120021,472462.0,274775,-18.91
1224,Solapur,East,2,5,9030.424744,134125,472462.0,274775,-18.91
1224,Solapur,North,1,3,10135.0,73431,472462.0,274775,-18.91
1224,Solapur,West,1,3,7665.0,50767,472462.0,274775,-18.91
1225,Kolhapur,East,1,1,1636.0,29889,153515.0,436734,60.79
1225,Nagpur,West,1,1,4972.0,20287,153515.0,436734,60.79
1226,Mumbai,East,1,2,5678.58815,14479,404512.0,314309,87.43
1226,Mumbai,North,1,2,5798.0,54439,404512.0,314309,87.43
1226,Nagpur,South,1,1,3679.0,20275,404512.0,314309,87.43
1226,Pune,East,1,2,6607.0,74405,404512.0,314309,87.43
1226,Pune,South,1,2,897.0,55222,404512.0,314309,87.43
1226,Solapur,South,1,1,793.0,35212,404512.0,314309,87.43
1227,Mumbai,South,1,3,2304.7588143000003,42927,990092.0,239838,9.35
1227,Nashik,North,1,1,664.0,33559,990092.0,239838,9.35
1227,Pune,East,1,1,4181.0,34921,990092.0,239838,9.35
1227,Solapur,East,1,1,3373.0,26390,990092.0,239838,9.35
1227,Solapur,West,1,1,2279.0,21656,990092.0,239838,9.35
1228,Nashik,East,1,2,5675.0,70707,111240.0,233346,4.87
1228,Pune,North,1,1,3368.0,45392,111240.0,233346,4.87
1228,Pune,South,1,2,4831.327397999999,40708,111240.0,233346,4.87
1229,Mumbai,East,1,1,4780.0,24232,832356.0,101213,21.66
1229,Mumbai,West,1,1,4948.0,26017,832356.0,101213,21.66
1229,Nagpur,East,1,2,2955.0,59430,832356.0,101213,21.66
1229,Nagpur,South,1,1,4815.0,36219,832356.0,101213,21.66
1229,Nashik,North,2,3,6987.0,33991,832356.0,101213,21.66
1229,Nashik,South,1,3,7597.0,103270,832356.0,101213,21.66
1229,Nashik,West,1,1,2421.0,7850,832356.0,101213,21.66
1229,Pune,North,1,1,2922.0,19184,832356.0,101213,21.66
1229,Pune,South,1,1,2064.0,17038,832356.0,101213,21.66
1229,Pune,West,1,1,2930.0,21732,832356.0,101213,21.66
1229,Solapur,North,1,3,7564.0,66108,832356.0,101213,21.66
1229,Solapur,South,1,3,7774.0,87363,832356.0,101213,21.66
1230,Kolhapur,South,1,1,1909.0,15726,456619.0,216028,72.57
1230,Nashik,South,1,1,3132.0,11735,456619.0,216028,72.57
1230,Nashik,West,1,2,4913.0,63711,456619.0,216028,72.57
1230,Pune,East,1,1,1398.0,6471,456619.0,216028,72.57
1230,Pune,West,1,2,1650.0,56103,456619.0,216028,72.57
1230,Solapur,South,1,1,514.0,28644,456619.0,216028,72.57
1231,Kolhapur,North,1,1,3363.0,5666,354977.0,429650,-36.12
1231,Mumbai,East,1,3,6302.0,54355,354977.0,429650,-36.12
1231,Nagpur,North,2,4,13395.0,84876,354977.0,429650,-36.12
1231,Nashik,West,1,2,7232.0,68353,354977.0,429650,-36.12
1231,Pune,North,1,1,3850.0,40229,354977.0,429650,-36.12
1231,Solapur,West,1,1,1934.0,33675,354977.0,429650,-36.12
1232,Kolhapur,East,1,1,929.0,46326,192880.0,448885,8.09
1232,Kolhapur,North,1,2,3135.611477,60066,192880.0,448885,8.09
1232,Kolhapur,South,1,2,6924.0,76927,192880.0,448885,8.09
1232,Mumbai,East,1,1,4751.0,33208,192880.0,448885,8.09
1232,Mumbai,West,1,2,6190.0,43202,192880.0,448885,8.09
1232,Nashik,South,1,1,259.0,22760,192880.0,448885,8.09
1232,Nashik,West,1,2,6044.901653,19129,192880.0,448885,8.09
1232,Solapur,East,2,2,1710.0,42916,192880.0,448885,8.09
1232,Solapur,South,1,1,937.0,38877,192880.0,448885,8.09
1233,Kolhapur,East,1,1,400.0,9290,324268.0,395718,-45.6
1233,Kolhapur,West,1,1,612.0,30513,324268.0,395718,-45.6
1233,Mumbai,North,1,1,1190.0,33787,324268.0,395718,-45.6
1233,Mumbai,West,2,2,2447.0,36318,324268.0,395718,-45.6
1233,Nagpur,North,1,1,1388.0,27597,324268.0,395718,-45.6
1233,Nashik,South,1,3,6363.0,18251,324268.0,395718,-45.6
1234,Mumbai,North,1,2,3044.0,43873,356398.0,134943,27.68
1234,Mumbai,West,2,2,9594.0,52891,356398.0,134943,27.68
1234,Nagpur,North,2,2,6737.0,11555,356398.0,134943,27.68
1234,Nagpur,West,1,2,5189.072169,33979,356398.0,134943,27.68
1234,Solapur,North,1,1,3294.0,29776,356398.0,134943,27.68
1235,Mumbai,North,1,1,4851.0,47257,187739.0,270092,91.62
1235,Nashik,North,1,2,5335.0,59235,187739.0,270092,91.62
1235,Pune,North,1,1,1738.0,1138,187739.0,270092,91.62
1235,Solapur,South,1,2,1526.0,52122,187739.0,270092,91.62
1236,Kolhapur,North,1,2,2882.0,60275,260933.0,154884,-25.96
1236,Mumbai,West,1,1,3948.0,42525,260933.0,154884,-25.96
1236,Nagpur,South,1,1,4535.0,17184,260933.0,154884,-25.96
1236,Nashik,East,1,1,3132.0,37845,260933.0,154884,-25.96
1236,Pune,North,1,1,3163.0,37868,260933.0,154884,-25.96
1237,Kolhapur,North,1,1,4670.0,37023,124042.0,193523,-11.69
1237,Mumbai,North,1,3,6415.733168,65171,124042.0,193523,-11.69
1237,Mumbai,West,1,1,2139.0,44938,124042.0,193523,-11.69
1237,Nashik,South,1,2,3228.0,32010,124042.0,193523,-11.69
1237,Solapur,North,1,1,4319.0,34848,124042.0,193523,-11.69
1238,Nashik,North,1,3,8200.0,58342,242557.0,476912,54.84
1238,Pune,South,1,2,3362.0,59429,242557.0,476912,54.84
1238,Pune,West,1,1,2196.0,14682,242557.0,476912,54.84
1238,Solapur,East,2,4,5493.7471976,94966,242557.0,476912,54.84
1239,Mumbai,South,2,2,755.0,69000,888354.0,247414,53.58
1239,Nashik,North,2,2,3498.0,27695,888354.0,247414,53.58
1239,Nashik,West,1,1,3801.0,47912,888354.0,247414,53.58
1239,Pune,North,1,1,2164.0,16153,888354.0,247414,53.58
1239,Pune,South,1,1,225.140135,30139,888354.0,247414,53.58
1239,Pune,West,1,3,6666.0,59898,888354.0,247414,53.58
1239,Solapur,East,1,1,4429.0,6660,888354.0,247414,53.58
1239,Solapur,North,1,2,6193.0,50923,888354.0,247414,53.58
1240,Kolhapur,West,1,2,4955.0,72043,82224.0,86131,39.51
1240,Mumbai,West,1,1,4622.0,44609,82224.0,86131,39.51
1240,Nagpur,West,1,3,9561.0,56443,82224.0,86131,39.51
1240,Pune,West,1,1,4912.0,25941,82224.0,86131,39.51
1240,Solapur,East,1,1,2565.0,40141,82224.0,86131,39.51
1241,Kolhapur,North,1,2,3270.0,22430,334277.0,234837,-13.74
1241,Kolhapur,South,1,1,2367.0,45420,334277.0,234837,-13.74
1241,Nashik,East,1,2,4071.0,63681,334277.0,234837,-13.74
1241,Pune,East,2,3,6135.0,86153,334277.0,234837,-13.74
1242,Kolhapur,West,1,2,2624.0,84075,77741.0,203843,-40.02
1242,Mumbai,North,1,3,10546.0,90008,77741.0,203843,-40.02
1242,Nagpur,North,1,1,1312.0,18438,77741.0,203843,-40.02
1242,Nagpur,South,1,2,6267.0,32996,77741.0,203843,-40.02
1242,Nashik,West,1,1,654.0,19994,77741.0,203843,-40.02
1242,Solapur,East,1,2,6052.383381,57962,77741.0,203843,-40.02
1242,Solapur,West,1,1,3165.0,19585,77741.0,203843,-40.02
1243,Kolhapur,North,1,1,1796.0,43321,116821.0,332210,-16.66
1243,Mumbai,East,1,2,7222.0,69166,116821.0,332210,-16.66
1243,Mumbai,North,1,1,2986.0,11937,116821.0,332210,-16.66
1243,Mumbai,West,1,2,3905.0,47459,116821.0,332210,-16.66
1243,Nagpur,North,1,1,2802.0,28137,116821.0,332210,-16.66
1243,Nashik,East,1,1,2141.613215,42888,116821.0,332210,-16.66
1243,Solapur,East,1,1,3880.0,37867,116821.0,332210,-16.66
1243,Solapur,South,1,1,1051.0,22326,116821.0,332210,-16.66
1244,Mumbai,South,1,2,4141.0,55139,678627.0,321507,45.86
1244,Nagpur,West,1,1,4440.0,44773,678627.0,321507,45.86
1244,Nashik,East,1,1,1993.287327,36951,678627.0,321507,45.86
1244,Nashik,North,3,4,9901.107381,72414,678627.0,321507,45.86
1244,Solapur,North,1,1,3253.0,34417,678627.0,321507,45.86
1245,Kolhapur,South,1,3,8171.0,114651,695024.0,196918,-5.56
1245,Kolhapur,West,1,1,2377.0,39524,695024.0,196918,-5.56
1245,Mumbai,East,1,1,4636.0,2776,695024.0,196918,-5.56
1245,Mumbai,West,1,1,1700.0,9030,695024.0,196918,-5.56
1245,Nashik,East,1,1,2015.0,20802,695024.0,196918,-5.56
1245,Pune,East,1,1,3787.0,17637,695024.0,196918,-5.56
1245,Pune,North,2,3,9351.0,113524,695024.0,196918,-5.56
1245,Solapur,West,1,1,671.1084684,2961,695024.0,196918,-5.56
1246,Kolhapur,East,1,1,933.0,6185,325740.0,136796,76.26
1246,Mumbai,West,1,1,125.0,11949,325740.0,136796,76.26
1246,Nagpur,East,1,2,6951.0,48033,325740.0,136796,76.26
1246,Nashik,North,1,1,1023.0,17069,325740.0,136796,76.26
1246,Nashik,South,1,1,4630.0,35932,325740.0,136796,76.26
1246,Pune,East,2,5,12295.0,159599,325740.0,136796,76.26
1246,Solapur,South,1,1,4958.0,33136,325740.0,136796,76.26
1246,Solapur,West,1,1,819.0,7651,325740.0,136796,76.26
1247,Mumbai,West,1,1,1750.0,16520,457796.0,462368,42.44
1247,Nashik,East,1,1,1889.0,14412,457796.0,462368,42.44
1247,Nashik,North,1,1,1888.0,32443,457796.0,462368,42.44
1247,Pune,East,1,3,12425.0,42383,457796.0,462368,42.44
1247,Solapur,South,1,2,5745.0,93349,457796.0,462368,42.44
1247,Solapur,West,1,1,2399.0,36510,457796.0,462368,42.44
1248,Kolhapur,North,1,3,8351.0,46988,,59554,-42.5
1248,Nashik,East,2,2,5237.0,32785,,59554,-42.5
1248,Nashik,West,1,2,7525.0,74177,,59554,-42.5
1248,Pune,East,1,2,9411.0,12799,,59554,-42.5
1248,Solapur,East,1,1,2637.0,38073,,59554,-42.5
1248,Solapur,West,1,1,4281.0,22456,,59554,-42.5
1249,Kolhapur,North,1,1,2723.0,46034,498436.0,187599,-36.77
1249,Mumbai,North,2,4,10865.062962,114698,498436.0,187599,-36.77
1249,Mumbai,West,2,2,5234.0,46936,498436.0,187599,-36.77
1249,Nagpur,East,1,1,4963.0,23702,498436.0,187599,-36.77
1249,Nashik,East,1,2,6770.0,16433,498436.0,187599,-36.77
1249,Nashik,West,1,2,6513.0,56554,498436.0,187599,-36.77
1250,Mumbai,East,1,1,888.0,11218,366272.0,145010,-7.91
1250,Mumbai,West,1,1,519.0,8694,366272.0,145010,-7.91
1250,Pune,South,1,4,10130.0,101631,366272.0,145010,-7.91
1251,Kolhapur,West,2,4,10477.0,165342,912370.0,319590,36.04
1251,Mumbai,North,1,1,4941.0,25554,912370.0,319590,36.04
1251,Nagpur,South,1,1,380.0,31794,912370.0,319590,36.04
1251,Nashik,West,1,1,1023.0,34180,912370.0,319590,36.04
1251,Pune,West,1,1,1997.0,12019,912370.0,319590,36.04
1251,Solapur,North,1,3,8228.506202,117081,912370.0,319590,36.04
1252,Kolhapur,East,1,2,4321.217574,52819,194921.0,53263,90.53
1252,Pune,North,1,1,2093.0,9658,194921.0,53263,90.53
1253,Kolhapur,East,1,1,4705.0,27844,553062.0,309277,-34.51
1253,Mumbai,East,1,3,4743.0,82184,553062.0,309277,-34.51
1253,Nashik,East,1,1,1175.0,36344,553062.0,309277,-34.51
1253,Pune,East,1,2,6314.0,80085,553062.0,309277,-34.51
1254,Kolhapur,North,1,1,768.0,47385,895220.0,339150,74.6
1254,Nagpur,North,1,1,2329.0,43809,895220.0,339150,74.6
1254,Nagpur,West,1,3,6617.0,120928,895220.0,339150,74.6
1254,Solapur,West,1,1,3240.0,47291,895220.0,339150,74.6
1255,Kolhapur,South,1,2,3242.0,67229,851690.0,146308,35.92
1255,Mumbai,East,1,4,5931.0,90344,851690.0,146308,35.92
1255,Nagpur,North,1,1,1229.0,38026,851690.0,146308,35.92
1255,Nashik,North,1,3,2410.379178,86252,851690.0,146308,35.92
1255,Pune,South,1,1,4629.0,20218,851690.0,146308,35.92
1255,Solapur,South,2,2,8798.0,67622,851690.0,146308,35.92
1256,Mumbai,East,1,2,3108.7934960000002,61760,696063.0,496671,4.59
1256,Mumbai,North,1,2,4423.061427000001,71211,696063.0,496671,4.59
1256,Pune,South,1,2,1763.6655066,54585,696063.0,496671,4.59
1257,Kolhapur,North,1,1,3048.0,6130,393190.0,88843,46.44
1257,Kolhapur,South,1,1,1813.0,31287,393190.0,88843,46.44
1257,Mumbai,West,1,1,1261.0,41747,393190.0,88843,46.44
1257,Nagpur,South,1,1,4027.0,41494,393190.0,88843,46.44
1257,Nashik,North,1,2,9324.0,28382,393190.0,88843,46.44
1257,Pune,East,1,3,8772.0,49019,393190.0,88843,46.44
1257,Solapur,North,1,1,2684.0,16508,393190.0,88843,46.44
1258,Kolhapur,West,3,4,8573.464345,129355,169077.0,225065,67.75
1258,Mumbai,East,1,1,4647.0,16812,169077.0,225065,67.75
1258,Nagpur,East,1,1,2937.0,26563,169077.0,225065,67.75
1258,Nashik,West,1,1,1773.0,11784,169077.0,225065,67.75
1258,Pune,North,1,2,1611.0,45565,169077.0,225065,67.75
1258,Pune,South,1,3,12137.0,74842,169077.0,225065,67.75
1258,Solapur,East,1,1,822.7242346,28147,169077.0,225065,67.75
1259,Nagpur,North,1,1,3441.0,11754,171585.0,71133,3.81
1259,Nagpur,West,2,3,10961.0,54645,171585.0,71133,3.81
1259,Pune,North,1,2,1739.0,83990,171585.0,71133,3.81
1259,Solapur,East,1,1,3675.0,30643,171585.0,71133,3.81
1260,Kolhapur,North,1,1,3332.0,26186,531181.0,175939,87.95
1260,Mumbai,South,1,1,2734.863588,40870,531181.0,175939,87.95
1260,Mumbai,West,1,3,6271.0,98273,531181.0,175939,87.95
1260,Nashik,North,1,1,1285.0,35314,531181.0,175939,87.95
1260,Nashik,South,1,1,4816.0,6385,531181.0,175939,87.95
1260,Pune,South,1,1,541.0,40820,531181.0,175939,87.95
1260,Pune,West,2,2,8841.260227,74066,531181.0,175939,87.95
1260,Solapur,East,1,1,1381.0,5594,531181.0,175939,87.95
1261,Mumbai,East,1,1,1952.0,49587,692354.0,439749,32.64
1261,Nashik,North,1,1,782.0,36266,692354.0,439749,32.64
1262,Kolhapur,West,1,1,3288.0,22819,292544.0,101636,-26.46
1262,Nashik,East,1,1,2768.0,33656,292544.0,101636,-26.46
1262,Nashik,South,1,2,1449.0,40652,292544.0,101636,-26.46
1262,Pune,West,2,6,13293.0,143145,292544.0,101636,-26.46
1262,Solapur,East,1,1,111.0,37230,292544.0,101636,-26.46
1263,Kolhapur,South,1,2,2994.0,58795,709818.0,27976,32.02
1263,Mumbai,East,1,4,6172.0,124356,709818.0,27976,32.02
1263,Mumbai,South,1,3,6748.0,104517,709818.0,27976,32.02
1263,Nashik,North,1,1,3368.0,26340,709818.0,27976,32.02
1263,Pune,North,1,1,3952.0,9006,709818.0,27976,32.02
1264,Kolhapur,North,1,2,1859.0,35030,426041.0,483658,64.82
1264,Kolhapur,South,1,1,4061.0,26253,426041.0,483658,64.82
1264,Kolhapur,West,1,3,5492.0,62895,426041.0,483658,64.82
1264,Mumbai,West,1,2,6150.0,65366,426041.0,483658,64.82
1264,Nagpur,South,1,1,4261.0,27258,426041.0,483658,64.82
1264,Nagpur,West,1,2,5396.0,44139,426041.0,483658,64.82
1264,Solapur,East,1,2,7446.539487,16469,426041.0,483658,64.82
1265,Kolhapur,South,1,1,485.0,36473,504161.0,416486,37.99
1265,Mumbai,East,1,1,844.0,22037,504161.0,416486,37.99
1265,Nagpur,North,1,2,6077.0,30618,504161.0,416486,37.99
1265,Nagpur,South,1,1,4229.0,32264,504161.0,416486,37.99
1265,Nashik,East,2,2,3278.0,64964,504161.0,416486,37.99
1265,Pune,East,1,2,5088.531086,64033,504161.0,416486,37.99
1265,Solapur,North,1,4,9963.0,76404,504161.0,416486,37.99
1266,Mumbai,East,1,3,7062.0,91176,61825.0,93928,37.62
1266,Mumbai,North,1,1,2685.0,26050,61825.0,93928,37.62
1266,Nagpur,South,1,1,114.0,3962,61825.0,93928,37.62
1267,Kolhapur,West,1,1,1003.0,9014,724495.0,69597,-45.84
1267,Nagpur,East,1,4,6008.5197462,131875,724495.0,69597,-45.84
1268,Kolhapur,East,1,1,4884.0,25043,472109.0,191740,19.5
1268,Nagpur,East,1,1,3219.0,8404,472109.0,191740,19.5
1268,Nagpur,South,1,1,2912.0,40230,472109.0,191740,19.5
1268,Nashik,East,1,1,595.0,41339,472109.0,191740,19.5
1268,Nashik,South,1,1,3349.0,11821,472109.0,191740,19.5
1268,Solapur,West,1,2,7873.0,39600,472109.0,191740,19.5
1269,Kolhapur,South,2,3,8548.0,68985,549794.0,362968,4.84
1269,Kolhapur,West,1,2,5560.0,54748,549794.0,362968,4.84
1269,Nagpur,South,1,1,4167.109769,13085,549794.0,362968,4.84
1269,Nagpur,West,1,2,6603.0,32361,549794.0,362968,4.84
1270,Kolhapur,East,1,1,3489.0,48194,114502.0,345269,-43.43
1270,Nagpur,East,1,1,643.0,25175,114502.0,345269,-43.43
1270,Nagpur,West,1,2,6782.0,42370,114502.0,345269,-43.43
1270,Pune,East,1,2,1345.0,52019,114502.0,345269,-43.43
1271,Nashik,South,4,5,15803.0,136658,247228.0,396996,52.18
1271,Nashik,West,1,1,2939.0,38135,247228.0,396996,52.18
1272,Kolhapur,North,1,1,4513.0,38833,761743.0,195224,-22.53
1272,Kolhapur,South,1,2,4035.0,66630,761743.0,195224,-22.53
1272,Kolhapur,West,1,2,2241.0,70680,761743.0,195224,-22.53
1272,Mumbai,West,1,1,4830.0,26213,761743.0,195224,-22.53
1272,Pune,East,1,1,3553.0,20342,761743.0,195224,-22.53
1272,Pune,North,2,3,4575.0,86744,761743.0,195224,-22.53
1272,Solapur,South,1,1,4284.0,26368,761743.0,195224,-22.53
1273,Mumbai,East,1,2,7190.0,30783,66041.0,132925,2.49
1273,Mumbai,South,1,1,2327.0,48060,66041.0,132925,2.49
1273,Solapur,South,1,1,2039.0,39844,66041.0,132925,2.49
1274,Pune,South,1,2,4563.825067,89197,831738.0,147776,36.64
1275,Kolhapur,North,1,3,8764.0,102179,441168.0,269966,16.04
1275,Mumbai,West,2,4,6617.0,68653,441168.0,269966,16.04
1275,Nashik,West,1,2,4135.0,69029,441168.0,269966,16.04
1275,Solapur,South,1,3,8444.0,93066,441168.0,269966,16.04
1276,Kolhapur,East,1,1,3919.0,6355,243708.0,105360,55.27
1276,Solapur,West,1,3,11722.0,71338,243708.0,105360,55.27
1277,Kolhapur,North,1,1,2001.0,11081,548115.0,219189,76.71
1277,Nagpur,East,1,1,2805.0,9472,548115.0,219189,76.71
1277,Nagpur,North,2,3,7697.0,92435,548115.0,219189,76.71
1277,Pune,East,1,1,4420.0,39776,548115.0,219189,76.71
1277,Pune,North,1,2,3100.0,97507,548115.0,219189,76.71
1278,Kolhapur,North,1,1,4674.0,29797,406944.0,427721,-24.61
1278,Nagpur,North,1,1,2738.0,20345,406944.0,427721,-24.61
1278,Solapur,West,1,2,4902.0,70589,406944.0,427721,-24.61
1279,Nagpur,North,1,1,2241.0,31943,667636.0,450223,-8.21
1279,Nashik,North,1,1,4588.0,9731,667636.0,450223,-8.21
1279,Solapur,North,1,3,10778.0,40544,667636.0,450223,-8.21
1280,Kolhapur,North,1,1,2237.356276,24080,594325.0,256610,-22.13
1280,Kolhapur,South,1,3,12230.0,68595,594325.0,256610,-22.13
1280,Kolhapur,West,1,1,2141.0,27233,594325.0,256610,-22.13
1280,Mumbai,West,1,1,1707.0,25525,594325.0,256610,-22.13
1280,Pune,East,1,1,1504.0,31749,594325.0,256610,-22.13
1280,Pune,North,1,1,4931.0,16111,594325.0,256610,-22.13
1280,Solapur,East,1,1,3410.0,45085,594325.0,256610,-22.13
