Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date,Age,Customer_Type,City,Region,Bank_Name,Branch_ID,Firm_Revenue,Expenses,Profit_Margin,Year,Month
300871,205861,Business,78226,3087,28016,Fixed Deposit,23-02-2024,36,Individual,Mumbai,West,HDFC Bank,1341,275732,272981,8.02,2024,2024-02
300872,205382,Current,90442,4585,37754,Recurring Deposit,15-05-2023,48,Individual,Mumbai,North,HDFC Bank,1370,747492,323473,55.31,2023,2023-05
300873,202927,Current,95533,2406,15457,Fixed Deposit,10-07-2023,23,Business,Nashik,East,HDFC Bank,1010,936640,226126,-18.9,2023,2023-07
300874,205056,Business,19440,4163,14001,Recurring Deposit,15-04-2023,,Individual,Kolhapur,West,HDFC Bank,1510,79853,411839,-19.75,2023,2023-04
300875,209086,Savings,20436,1619,27814,Fixed Deposit,14-03-2023,30,Employee,Mumbai,North,HDFC Bank,1670,228145,166526,43.43,2023,2023-03
300876,201482,Current,96322,3763,27777,Fixed Deposit,24-09-2022,71,Individual,Pune,North,HDFC Bank,1090,629001,345832,97.09,2022,2022-09
300877,206409,Savings,85253,3937,11125,Fixed Deposit,14-01-2023,20,Business,Nagpur,East,HDFC Bank,1620,183304,293070,-30.47,2023,2023-01
300878,209400,Current,14454,2564,27918,Fixed Deposit,24-07-2023,55,Business,Pune,East,HDFC Bank,1575,96126,482084,-31.79,2023,2023-07
300879,207232,Business,44423,3939,36869,Fixed Deposit,22-09-2022,71,Individual,Nagpur,South,HDFC Bank,1073,459580,198394,20.15,2022,2022-09
300880,200426,Business,30395,677,25204,Recurring Deposit,30-06-2024,50,Employee,Pune,South,HDFC Bank,1866,148081,61422,55.37,2024,2024-06
300881,201527,Current,49059,2142,36942,Mutual Fund,25-02-2025,,,Nagpur,East,HDFC Bank,1812,889508,403009,-43.03,2025,2025-02
300882,205250,Business,10142,3022,17448,Recurring Deposit,02-01-2023,42,Employee,Pune,North,HDFC Bank,1606,564083,485975,25.72,2023,2023-01
300883,205952,Savings,19209,3581,13662,Mutual Fund,12-01-2023,44,Business,Kolhapur,West,HDFC Bank,1518,213986,236304,24.58,2023,2023-01
300884,202794,Business,64095,710,26217,Mutual Fund,20-02-2023,46,,Nagpur,East,HDFC Bank,1476,703846,335924,30.44,2023,2023-02
300885,200086,Business,47140,3455,27646,Fixed Deposit,11-04-2024,,Individual,Mumbai,North,HDFC Bank,1226,404512,314309,87.43,2024,2024-04
300886,203567,Business,36155,270,23817,Fixed Deposit,24-05-2023,34,Employee,Solapur,East,HDFC Bank,1224,472462,274775,-18.91,2023,2023-05
300887,205968,Current,55126,2875,43304,Fixed Deposit,21-09-2024,36,Individual,Pune,East,HDFC Bank,1773,79803,164937,0.5,2024,2024-09
300888,208584,Current,73498,627,43600,Recurring Deposit,12-06-2024,64,Business,Pune,North,HDFC Bank,1348,,259141,94.84,2024,2024-06
300889,206657,Business,50337,1212,27665,Mutual Fund,03-10-2024,78,Employee,Pune,East,HDFC Bank,1186,150509,337315,3.72,2024,2024-10
300890,208947,Current,16451,4986,6289,Recurring Deposit,03-06-2023,33,Individual,Solapur,East,HDFC Bank,1677,324674,150107,69.89,2023,2023-06
300891,206303,Savings,39026,4554,15148,Fixed Deposit,24-08-2022,46,Employee,Nagpur,East,HDFC Bank,1615,417095,84820,81.01,2022,2022-08
300892,207943,Savings,1881,2438,4039,Mutual Fund,16-01-2023,53,Business,Mumbai,North,HDFC Bank,1153,92374,460919,98.1,2023,2023-01
300893,209636,Savings,50927,1340,23729,Recurring Deposit,24-06-2023,50,Individual,Nagpur,West,HDFC Bank,1553,224110,150800,-37.85,2023,2023-06
300894,208974,Savings,90882,3808,33215,Recurring Deposit,09-03-2023,68,Individual,Mumbai,North,HDFC Bank,1900,,67800,-13.88,2023,2023-03
300895,204641,Business,30333,4568,47841,Recurring Deposit,02-10-2023,18,Business,Solapur,South,HDFC Bank,1371,108846,109030,92.34,2023,2023-10
300896,205780,Current,51759,586,14346,Fixed Deposit,24-12-2022,21,Business,Kolhapur,South,HDFC Bank,1447,690515,183554,61.45,2022,2022-12
300897,205640,Savings,91464,505,34502,Fixed Deposit,03-07-2023,24,,Nashik,East,HDFC Bank,1666,224121,290530,-17.51,2023,2023-07
300898,206183,Business,11278,3757,7187,Mutual Fund,11-04-2022,41,Business,Nashik,West,HDFC Bank,1074,997286,218745,99.93,2022,2022-04
300899,207933,Savings,34864,3556,41435,Mutual Fund,27-06-2024,,Employee,Kolhapur,North,HDFC Bank,1536,500718,426442,-48.09,2024,2024-06
300900,200490,Current,8029,2041.597351,3863,Mutual Fund,03-10-2022,48,Business,Pune,West,HDFC Bank,1085,301941,71479,81.71,2022,2022-10
300901,203989,Current,70653,4041,11033,Recurring Deposit,21-05-2023,27,Employee,Nashik,East,HDFC Bank,1928,339233,477740,65.87,2023,2023-05
300902,203468,Current,86281,4473,39383,Mutual Fund,30-05-2022,66,Employee,Pune,South,HDFC Bank,1947,335172,375887,0.13,2022,2022-05
300903,201048,Savings,20267,3459,12220,Fixed Deposit,13-06-2022,51,Individual,Kolhapur,East,HDFC Bank,1624,509652,238621,70.67,2022,2022-06
300904,200198,Savings,62293,826,9009,Fixed Deposit,27-07-2024,49,Business,Mumbai,East,HDFC Bank,1418,168529,150902,86.45,2024,2024-07
300905,208562,Savings,61493,2234,12354,Fixed Deposit,17-06-2023,50,Individual,Pune,West,HDFC Bank,1555,319006,363767,-1.84,2023,2023-06
300906,208590,Business,78242,4189,11016,Recurring Deposit,08-03-2025,67,Employee,Pune,West,HDFC Bank,1287,710254,274736,95.39,2025,2025-03
300907,200459,Business,84380,2159,2551,Recurring Deposit,03-10-2022,34,Business,Nashik,North,HDFC Bank,1239,888354,247414,53.58,2022,2022-10
300908,202604,Current,96592,438,46828,Recurring Deposit,05-12-2024,37,Employee,Nashik,South,HDFC Bank,1023,141055,264179,-9.72,2024,2024-12
300909,206932,Current,76746,4650,15763,Fixed Deposit,21-04-2024,29,Individual,Pune,North,HDFC Bank,1850,535416,142105,-2.33,2024,2024-04
300910,207463,Savings,11965,1993.287327,36951,Fixed Deposit,27-08-2022,52,Individual,Nashik,East,HDFC Bank,1244,678627,321507,45.86,2022,2022-08
300911,205461,Current,70685,1021,15554,Fixed Deposit,09-04-2022,46,Individual,Nashik,East,HDFC Bank,1796,462211,497282,0.22,2022,2022-04
300912,204668,Current,54618,5022.350284,9461,Mutual Fund,28-08-2024,55,Individual,Mumbai,North,HDFC Bank,1557,528963,202030,39.71,2024,2024-08
300913,201293,Business,70189,4287,33713,Mutual Fund,05-06-2023,41,Individual,Pune,South,HDFC Bank,1862,535073,425338,40.16,2023,2023-06
300914,201198,Current,17480,1966,46944,Fixed Deposit,19-03-2024,64,Employee,Pune,South,HDFC Bank,1126,205625,485899,45.54,2024,2024-03
300915,208661,Savings,10076,785,43319,Recurring Deposit,02-04-2024,39,Individual,Pune,South,HDFC Bank,1344,,362711,25.62,2024,2024-04
300916,205007,Business,37487,1664,41796,Mutual Fund,03-02-2024,71,Employee,Solapur,North,HDFC Bank,1303,213633,285632,51.95,2024,2024-02
300917,204934,Savings,45678,3925,23478,Mutual Fund,01-09-2023,,Individual,,South,HDFC Bank,1229,832356,101213,21.66,2023,2023-09
300918,206929,Savings,17262,2802,17853,Fixed Deposit,01-01-2023,30,Employee,Pune,West,HDFC Bank,1565,721991,31600,-49.5,2023,2023-01
300919,202277,Business,63499,3871,43858,Recurring Deposit,08-06-2022,62,Employee,Nagpur,South,HDFC Bank,1780,923457,401884,62.04,2022,2022-06
300920,209921,Savings,7461,2357,1069,Fixed Deposit,17-04-2023,40,Employee,Mumbai,East,HDFC Bank,1888,220605,284493,14.34,2023,2023-04
300921,206273,Current,14681,1938,3170,Fixed Deposit,01-04-2024,71,Individual,Mumbai,East,HDFC Bank,1471,126190,160986,87.32,2024,2024-04
300922,209365,Current,40986,1423,10842,Recurring Deposit,14-09-2022,18,Business,,North,HDFC Bank,1790,519437,36023,69.69,2022,2022-09
300923,208357,Business,7430,4603,43798,Fixed Deposit,30-06-2022,43,Business,Nagpur,East,HDFC Bank,1150,972742,142072,35,2022,2022-06
300924,207416,Current,29914,2781,37442,Mutual Fund,03-12-2023,,Employee,Solapur,East,HDFC Bank,1223,297321,143804,70.78,2023,2023-12
300925,201691,Savings,39178,3973,9028,Recurring Deposit,22-04-2024,24,Employee,Kolhapur,West,HDFC Bank,1038,572977,405006,1.39,2024,2024-04
300926,205392,Business,99716,119,20675,Mutual Fund,14-07-2022,61,Employee,Mumbai,East,HDFC Bank,1645,960443,198039,51.72,2022,2022-07
300927,202415,Business,76997,4428,15482,Fixed Deposit,02-09-2024,70,Business,Kolhapur,North,HDFC Bank,1475,542033,317064,55.4,2024,2024-09
300928,206842,Savings,58264,892,16421,Recurring Deposit,22-11-2024,40,Business,Nagpur,South,HDFC Bank,1349,230899,125780,-36.42,2024,2024-11
300929,208818,Savings,27464,4436,10865,Mutual Fund,19-02-2025,62,Business,Mumbai,East,HDFC Bank,1157,,154403,21.3,2025,2025-02
300930,202305,Savings,62047,3389,21535,Mutual Fund,12-06-2022,34,Business,Solapur,West,HDFC Bank,1366,292711,497710,57.32,2022,2022-06
300931,208034,Business,75599,2574,13042,Mutual Fund,11-11-2022,31,Business,Solapur,South,HDFC Bank,1081,810727,234848,63.59,2022,2022-11
300932,206350,Business,96984,2072,15571,Recurring Deposit,07-11-2022,18,Employee,Kolhapur,South,HDFC Bank,1220,118288,152324,-11.1,2022,2022-11
300933,201131,Savings,24521,4920,42565,Mutual Fund,11-08-2024,40,Employee,Nashik,East,HDFC Bank,1614,460952,332600,31.29,2024,2024-08
300934,203955,Business,44792,1813,31287,Recurring Deposit,05-07-2023,21,Employee,Kolhapur,South,HDFC Bank,1257,393190,88843,46.44,2023,2023-07
300935,201644,Savings,18889,4250,26990,Mutual Fund,31-07-2022,73,Individual,Kolhapur,West,HDFC Bank,1908,310986,126044,-34.79,2022,2022-07
300936,202294,Current,66631,1008,33564,Recurring Deposit,10-04-2023,39,Individual,Pune,South,HDFC Bank,1933,507858,114568,-38.18,2023,2023-04
300937,205262,Business,17608,1300,9003,Mutual Fund,21-09-2022,70,Business,Nagpur,East,HDFC Bank,1853,65135,95445,25.2,2022,2022-09
300938,203217,Business,54982,3652,17015,Recurring Deposit,03-08-2024,26,Business,Nashik,North,HDFC Bank,1026,173491,197880,84.95,2024,2024-08
300939,205196,Business,12609,3007,36515,Fixed Deposit,27-12-2023,30,Individual,Mumbai,South,HDFC Bank,1499,101014,232018,-44.13,2023,2023-12
300940,202085,Savings,62662,2414,6247,Recurring Deposit,17-10-2024,21,Business,Pune,South,HDFC Bank,1895,880623,276872,33.35,2024,2024-10
300941,206803,Business,79814,3549,34672,Recurring Deposit,02-10-2024,77,Individual,Kolhapur,West,HDFC Bank,1648,213095,330243,-33.32,2024,2024-10
300942,209122,Savings,24835,2778,6040,Mutual Fund,05-11-2024,52,Business,Mumbai,North,HDFC Bank,1165,339712,287127,66.07,2024,2024-11
300943,204216,Business,49381,4401,37131,Mutual Fund,06-03-2023,37,Individual,Pune,West,HDFC Bank,1047,655189,116716,41.34,2023,2023-03
300944,200336,Business,35469,2743,35056,Fixed Deposit,09-06-2024,49,Individual,Nagpur,North,HDFC Bank,1799,125469,52574,13.77,2024,2024-06
300945,201259,Business,86739,4215,18695,Fixed Deposit,01-11-2023,25,Employee,Kolhapur,North,HDFC Bank,1607,910545,226916,94.26,2023,2023-11
300946,209250,Business,74865,2219,1749,Mutual Fund,18-02-2024,68,Employee,Mumbai,East,HDFC Bank,1973,447845,165625,93.84,2024,2024-02
300947,207179,Current,77653,3247,39712,Fixed Deposit,06-02-2024,60,Business,Mumbai,East,HDFC Bank,1285,,133738,92.02,2024,2024-02
300948,203448,Current,16075,3460,17729,Fixed Deposit,25-06-2023,18,Business,Pune,West,HDFC Bank,1387,979088,71997,19.15,2023,2023-06
300949,202416,Current,5690,342,10362,Fixed Deposit,20-09-2024,41,Individual,Pune,North,HDFC Bank,1559,298901,353623,5.46,2024,2024-09
300950,205931,Savings,22019,529,34652,Recurring Deposit,16-01-2024,,Business,Solapur,West,HDFC Bank,1660,861779,402728,14.85,2024,2024-01
300951,208245,Current,21164,4809,6443,Recurring Deposit,08-07-2023,20,Employee,Mumbai,West,HDFC Bank,1850,535416,142105,-2.33,2023,2023-07
300952,209344,Savings,32831,3297.557937,35111,Fixed Deposit,20-08-2024,63,Employee,Mumbai,West,HDFC Bank,1124,657564,131822,-47.83,2024,2024-08
300953,204376,Current,33116,4315,24646,Fixed Deposit,09-11-2024,71,Individual,Nagpur,West,HDFC Bank,1670,228145,166526,43.43,2024,2024-11
300954,207164,Savings,20065,347,3700,Mutual Fund,22-06-2022,23,Business,Mumbai,South,HDFC Bank,1444,831890,165588,-21.86,2022,2022-06
300955,201806,Business,96622,4982,28885,Fixed Deposit,23-10-2024,28,,Mumbai,North,HDFC Bank,1781,,200295,-40.04,2024,2024-10
300956,200586,Business,10729,417,2711,Fixed Deposit,22-08-2022,77,Employee,Mumbai,East,HDFC Bank,1748,548678,301665,-0.67,2022,2022-08
300957,204452,Current,65312,816,34395,Fixed Deposit,06-02-2023,25,Employee,Kolhapur,West,HDFC Bank,1979,405409,83332,72.63,2023,2023-02
300958,200486,Savings,17106,4516,2455,Recurring Deposit,16-11-2024,20,,Nagpur,West,HDFC Bank,1292,,373494,-7.89,2024,2024-11
300959,207554,Business,78065,3438,4783,Mutual Fund,11-02-2023,46,Employee,Pune,East,HDFC Bank,1159,643809,21990,2.75,2023,2023-02
300960,201708,Business,23609,382,1063,Fixed Deposit,06-05-2023,68,Individual,Nagpur,West,HDFC Bank,1634,370790,351538,91.4,2023,2023-05
300961,204006,Current,42825,4680,36197,Mutual Fund,09-01-2025,68,Individual,Kolhapur,North,HDFC Bank,1502,235133,498806,2.15,2025,2025-01
300962,204627,Savings,58741,4765,26038,Recurring Deposit,25-07-2022,71,,Kolhapur,North,HDFC Bank,1150,972742,142072,35,2022,2022-07
300963,206900,Business,22193,1316,4399,Mutual Fund,19-11-2022,70,Employee,Nashik,North,HDFC Bank,1244,678627,321507,45.86,2022,2022-11
300964,203030,Savings,36173,2674,11248,Mutual Fund,28-03-2023,54,Individual,Pune,East,HDFC Bank,1060,305241,220112,18.76,2023,2023-03
300965,204302,Savings,44807,4021,44228,Mutual Fund,16-12-2022,31,Individual,Mumbai,North,HDFC Bank,1175,340442,397213,81.24,2022,2022-12
300966,204380,Savings,33948,4962.410891,42883,Recurring Deposit,25-07-2024,32,Employee,Kolhapur,North,HDFC Bank,1180,212159,118613,-43.63,2024,2024-07
300967,200937,Savings,39402,3428,30102,Mutual Fund,15-07-2022,28,,,South,HDFC Bank,1953,185997,125938,12.08,2022,2022-07
300968,206239,Savings,96222,3875,25811,Fixed Deposit,19-11-2022,57,Employee,Mumbai,North,HDFC Bank,1641,651409,281103,67.94,2022,2022-11
300969,202031,Current,15895,1925,6774,Fixed Deposit,25-03-2022,72,Individual,Nagpur,North,HDFC Bank,1215,699446,482171,15.07,2022,2022-03
300970,202871,Current,92271,3747,27865,Fixed Deposit,15-12-2023,71,Individual,Nagpur,East,HDFC Bank,1159,643809,21990,2.75,2023,2023-12
300971,209074,Business,6384,4192,32714,Recurring Deposit,18-02-2024,64,Employee,Nashik,South,HDFC Bank,1888,220605,284493,14.34,2024,2024-02
300972,205899,Savings,1202,1189,41505,Mutual Fund,23-02-2025,,Business,Pune,North,HDFC Bank,1245,695024,196918,-5.56,2025,2025-02
300973,203636,Savings,88521,387,29305,Mutual Fund,28-09-2024,40,Employee,Nagpur,East,HDFC Bank,1305,420198,110686,60.82,2024,2024-09
300974,205729,Business,43839,1174,21625,Recurring Deposit,19-03-2024,18,Employee,Nagpur,South,HDFC Bank,1101,866744,147716,-26.19,2024,2024-03
300975,204921,Savings,56582,2231,29678,Mutual Fund,16-06-2023,18,Employee,Nagpur,North,HDFC Bank,1987,598697,116014,7.43,2023,2023-06
300976,203863,Business,67656,2330,45673,Fixed Deposit,10-05-2022,58,Individual,Solapur,North,HDFC Bank,1821,766463,340659,-22.65,2022,2022-05
300977,208252,Current,70494,1897,5817,Mutual Fund,15-03-2023,32,Business,Pune,West,HDFC Bank,1902,708168,351350,45.72,2023,2023-03
300978,205248,Savings,33861,4698,14545,Mutual Fund,11-06-2023,49,Individual,Nagpur,East,HDFC Bank,1482,140787,305083,75.42,2023,2023-06
300979,202017,Savings,66230,2666,2842,Mutual Fund,03-06-2023,35,Business,Kolhapur,East,HDFC Bank,1846,278628,479866,61.55,2023,2023-06
300980,203811,Savings,55566,4133,19338,Mutual Fund,17-03-2025,56,Individual,Solapur,East,HDFC Bank,1530,314730,200082,-12.8,2025,2025-03
300981,200069,Savings,26615,2484,27469,Mutual Fund,24-02-2024,43,Business,Nashik,South,HDFC Bank,1440,351661,372597,99.97,2024,2024-02
300982,204780,Savings,57255,3325,15867,Mutual Fund,09-07-2022,38,Individual,Nashik,West,HDFC Bank,1282,426304,290311,-38.11,2022,2022-07
300983,206536,Current,88499,4313,30641,Recurring Deposit,20-02-2025,,Employee,Nashik,West,HDFC Bank,1409,943377,446561,-3.12,2025,2025-02
300984,207624,Savings,66746,4546,2676,Fixed Deposit,18-03-2023,62,Business,Pune,West,HDFC Bank,1145,957204,352462,1.32,2023,2023-03
300985,205271,Savings,56854,4826,5724,Recurring Deposit,05-05-2023,28,Individual,Mumbai,East,HDFC Bank,1031,646023,117992,-15.94,2023,2023-05
300986,209787,Business,52642,3525,7679,Recurring Deposit,15-11-2024,38,Business,Kolhapur,East,HDFC Bank,1940,183730,451674,20.7,2024,2024-11
300987,201254,Current,95227,309,34705,Fixed Deposit,22-09-2024,53,Employee,Pune,West,HDFC Bank,1496,593338,252822,-35.06,2024,2024-09
300988,202513,Savings,91132,5269.398504,22438,Recurring Deposit,11-01-2025,57,Employee,Pune,South,HDFC Bank,1457,715759,36324,39.89,2025,2025-01
300989,209213,Savings,65996,689,22618,Fixed Deposit,22-01-2023,35,Business,Kolhapur,East,HDFC Bank,1310,305379,147364,79.04,2023,2023-01
300990,204527,Current,56118,232,40725,Fixed Deposit,10-01-2024,50,,Nashik,North,HDFC Bank,1177,596317,74584,19.3,2024,2024-01
300991,205030,Business,50712,4410,11172,Fixed Deposit,15-09-2022,48,Employee,Nashik,North,HDFC Bank,1428,69590,445766,71.38,2022,2022-09
300992,204369,Current,41335,3939,3378,Fixed Deposit,13-07-2024,18,Business,Solapur,North,HDFC Bank,1989,120103,23958,-24.96,2024,2024-07
300993,203176,Current,37111,439,42918,Mutual Fund,05-03-2023,40,Individual,Nashik,North,HDFC Bank,1676,211475,407180,66.32,2023,2023-03
300994,205467,Business,14334,3406,27488,Fixed Deposit,21-12-2024,53,Employee,Mumbai,North,HDFC Bank,1219,578852,182486,-18.9,2024,2024-12
300995,207425,Current,1107,3713.739351,27383,Recurring Deposit,07-11-2022,70,Individual,Nashik,North,HDFC Bank,1613,704298,263965,40.67,2022,2022-11
300996,205476,Business,22315,1736,5642,Recurring Deposit,07-05-2023,77,Employee,Nashik,East,HDFC Bank,1042,993460,488468,0.82,2023,2023-05
300997,200232,Business,65092,1901,7604,Mutual Fund,27-10-2022,72,Employee,Nashik,North,HDFC Bank,1032,722489,127639,53.12,2022,2022-10
300998,201187,Savings,72332,3418,13013,Mutual Fund,09-07-2022,78,Individual,Nashik,West,HDFC Bank,1450,115604,220281,73.28,2022,2022-07
300999,205423,Savings,84991,4373,15600,Mutual Fund,21-06-2022,55,Business,Solapur,South,HDFC Bank,1136,239263,53815,-18.28,2022,2022-06
301000,204980,Current,33572,1565,37830,Recurring Deposit,03-12-2022,46,Employee,Kolhapur,East,HDFC Bank,1897,605108,447131,-34.94,2022,2022-12
301001,206999,Savings,20207,2727,36235,Mutual Fund,11-07-2023,27,Individual,Kolhapur,South,HDFC Bank,1425,456769,336341,94.14,2023,2023-07
301002,204898,Business,51923,4987,2962,Recurring Deposit,30-09-2024,36,Business,Kolhapur,North,HDFC Bank,1393,744621,473731,30.71,2024,2024-09
301003,204805,Business,52652,3795,39422,Mutual Fund,21-08-2024,73,Business,Kolhapur,South,HDFC Bank,1438,821078,332798,-13.95,2024,2024-08
301004,200848,Current,31236,574,29848,Mutual Fund,12-06-2023,55,,Pune,North,HDFC Bank,1088,246436,57113,5.95,2023,2023-06
301005,209821,Current,68698,2459,6599,Fixed Deposit,01-02-2024,27,Employee,,South,HDFC Bank,1855,711031,355614,-32.29,2024,2024-02
301006,201650,Savings,23921,3549,4055,Fixed Deposit,30-09-2022,66,Business,Solapur,North,HDFC Bank,1728,524775,275301,51.36,2022,2022-09
301007,208105,Current,34719,2375,26088,Recurring Deposit,18-03-2024,52,Employee,Nashik,West,HDFC Bank,1201,711399,490593,11.56,2024,2024-03
301008,208137,Current,3667,1927,49335,Fixed Deposit,22-02-2025,69,Employee,Kolhapur,North,HDFC Bank,1601,960427,459729,73.41,2025,2025-02
301009,205925,Current,43568,2100,26137,Fixed Deposit,06-07-2023,39,Business,Mumbai,West,HDFC Bank,1330,218565,20520,-22.39,2023,2023-07
301010,200691,Business,29309,879,44210,Fixed Deposit,11-03-2025,77,Employee,Pune,West,HDFC Bank,1310,305379,147364,79.04,2025,2025-03
301011,200007,Savings,95985,2543,40196,Fixed Deposit,06-12-2023,38,Business,Pune,North,HDFC Bank,1424,541465,31127,11.61,2023,2023-12
301012,202082,Business,85563,2219,9193,Fixed Deposit,17-05-2023,66,Individual,Solapur,East,HDFC Bank,1606,564083,485975,25.72,2023,2023-05
301013,204897,Business,31099,3629,41591,Fixed Deposit,06-05-2024,52,Employee,Pune,West,HDFC Bank,1841,731944,360702,37.19,2024,2024-05
301014,209353,Current,49946,1185,33847,Fixed Deposit,06-07-2024,19,Employee,Nashik,South,HDFC Bank,1381,265881,410382,-29.34,2024,2024-07
301015,201703,Business,80450,1571,45186,Recurring Deposit,26-04-2024,71,Individual,Kolhapur,North,HDFC Bank,1776,238055,378686,-1.58,2024,2024-04
301016,205227,Savings,86093,1110,33480,Fixed Deposit,30-01-2024,45,Individual,Nashik,North,HDFC Bank,1560,503578,357407,57.28,2024,2024-01
301017,208331,Savings,29937,2663,26753,Fixed Deposit,23-07-2022,56,Employee,Pune,South,HDFC Bank,1483,969770,160996,52.17,2022,2022-07
301018,203432,Savings,63376,2611,34866,Mutual Fund,05-10-2024,52,Business,Mumbai,East,HDFC Bank,1378,447483,23271,58.61,2024,2024-10
301019,200658,Business,66245,4944,25838,Recurring Deposit,21-05-2022,40,Employee,Pune,North,HDFC Bank,1512,516524,34750,56.14,2022,2022-05
301020,204661,Business,55991,3020,11021,Recurring Deposit,21-01-2024,22,Individual,Kolhapur,West,HDFC Bank,1845,808814,341562,76.27,2024,2024-01
301021,203437,Business,33039,3069,33408,Mutual Fund,03-08-2023,55,Business,Pune,South,HDFC Bank,1661,,195779,-33.06,2023,2023-08
301022,202748,Savings,70877,207,2715,Recurring Deposit,13-10-2024,,Employee,Mumbai,East,HDFC Bank,1382,786093,359588,-31.47,2024,2024-10
301023,208593,Savings,63724,1481,12703,Recurring Deposit,13-04-2023,64,Employee,Mumbai,North,HDFC Bank,1321,815021,301656,39.63,2023,2023-04
301024,207514,Savings,1810,3521,3353,Recurring Deposit,30-04-2022,48,Business,Nagpur,West,HDFC Bank,1036,729537,225109,7.71,2022,2022-04
301025,206527,Business,67546,2889,5551,Fixed Deposit,09-08-2022,47,Business,Mumbai,West,HDFC Bank,1100,860774,342060,-7.77,2022,2022-08
301026,200851,Savings,55978,3143,37187,Fixed Deposit,11-03-2023,65,Individual,Nagpur,South,HDFC Bank,1360,435044,422920,-14.47,2023,2023-03
301027,202708,Savings,30847,1790,49901,Fixed Deposit,31-01-2025,60,Employee,Kolhapur,East,HDFC Bank,1102,449250,305716,-45.74,2025,2025-01
301028,203868,Current,14685,4939,22276,Mutual Fund,30-08-2024,77,Individual,Kolhapur,North,HDFC Bank,1275,441168,269966,16.04,2024,2024-08
301029,208974,Business,41281,2628,8874,Mutual Fund,18-09-2024,68,Individual,Mumbai,North,HDFC Bank,1900,,67800,-13.88,2024,2024-09
301030,207509,Business,13958,3588,22539,Fixed Deposit,22-04-2022,71,Business,Solapur,West,HDFC Bank,1985,963505,300923,72.08,2022,2022-04
301031,208534,Savings,82390,4022,34029,Fixed Deposit,28-01-2025,40,Business,Nagpur,South,HDFC Bank,1728,524775,275301,51.36,2025,2025-01
301032,201786,Current,74725,2740,40808,Recurring Deposit,13-05-2023,31,Employee,,South,HDFC Bank,1564,764357,390222,72.88,2023,2023-05
301033,202903,Current,84770,2180,39990,Mutual Fund,01-09-2024,,Individual,Pune,North,HDFC Bank,1031,646023,117992,-15.94,2024,2024-09
301034,208973,Savings,2141,1675,44164,Mutual Fund,22-05-2022,43,Individual,,West,HDFC Bank,1105,,336150,-46.74,2022,2022-05
301035,203748,Current,42666,1373,5430,Recurring Deposit,18-12-2022,75,Business,Pune,North,HDFC Bank,1927,746882,335671,62.25,2022,2022-12
301036,206646,Savings,5030,658,27635,Mutual Fund,20-03-2024,78,Employee,Pune,North,HDFC Bank,1768,120360,467279,82.47,2024,2024-03
301037,206709,Business,8541,4066,31519,Fixed Deposit,04-06-2024,18,Business,Kolhapur,West,HDFC Bank,1005,657164,90729,11.57,2024,2024-06
301038,201338,Current,98482,2832,34663,Fixed Deposit,27-12-2024,66,Business,Nagpur,South,HDFC Bank,1023,141055,264179,-9.72,2024,2024-12
301039,206783,Current,29484,2430,7911,Mutual Fund,05-02-2024,40,Employee,Nagpur,East,HDFC Bank,1212,844764,436685,-20.56,2024,2024-02
301040,205306,Current,21678,2282,37410,Mutual Fund,27-05-2023,28,Individual,Nagpur,South,HDFC Bank,1413,767738,280413,66.63,2023,2023-05
301041,203796,Savings,83686,625,10139,Fixed Deposit,27-12-2022,62,Individual,Solapur,South,HDFC Bank,1541,118188,75897,-2.57,2022,2022-12
301042,202870,Business,57224,1749,26636,Mutual Fund,15-09-2024,79,Individual,Mumbai,West,HDFC Bank,1157,,154403,21.3,2024,2024-09
301043,200691,Current,2100,3893,26703,Mutual Fund,27-01-2024,77,Employee,Pune,West,HDFC Bank,1310,305379,147364,79.04,2024,2024-01
301044,203878,Business,43430,3540,38926,Recurring Deposit,01-12-2024,61,Individual,Nashik,South,HDFC Bank,1872,535318,31658,-23.64,2024,2024-12
301045,203916,Business,4497,1971,31262,Mutual Fund,22-04-2024,32,Individual,Solapur,North,HDFC Bank,1824,522354,418759,79.92,2024,2024-04
301046,200658,Current,10886,4617,29099,Fixed Deposit,09-08-2022,40,Employee,Pune,North,HDFC Bank,1512,516524,34750,56.14,2022,2022-08
301047,208375,Business,60569,2039,39844,Mutual Fund,20-03-2024,27,Business,Solapur,South,HDFC Bank,1273,66041,132925,2.49,2024,2024-03
301048,209395,Savings,80628,3171,34289,Mutual Fund,12-09-2023,72,Individual,Nagpur,North,HDFC Bank,1576,543086,473927,73.73,2023,2023-09
301049,205419,Savings,84392,246,12340,Fixed Deposit,15-12-2023,35,Business,,North,HDFC Bank,1409,943377,446561,-3.12,2023,2023-12
301050,205933,Savings,24664,3812,40686,Fixed Deposit,20-08-2023,55,Employee,Nagpur,East,HDFC Bank,1970,,193808,-15.36,2023,2023-08
301051,201703,Business,55507,2593,48010,Mutual Fund,01-08-2023,71,Individual,Kolhapur,North,HDFC Bank,1776,238055,378686,-1.58,2023,2023-08
301052,204431,Savings,56158,3795,32044,Mutual Fund,25-01-2025,18,Business,Nashik,North,HDFC Bank,1454,424741,433559,94.96,2025,2025-01
