Branch_ID,City,Region,Firm_Revenue,Expenses,Profit_Margin
1672,Pune,South,319608,325876,7.2
1673,Kolhapur,South,518631,231051,61.19
1674,Nashik,East,815988,422094,39
1675,Solapur,West,911226,307216,71.52
1676,Mumbai,East,211475,407180,66.32
1677,Mumbai,East,324674,150107,69.89
1678,Mumbai,West,331464,415785,-23.33
1679,Kolhapur,West,739287,323777,-11.46
1680,Pune,South,253386,466588,-22.61
1681,Nashik,West,382111,111100,-31.61
1682,Nashik,South,394048,236916,77.54
1683,Mumbai,West,918074,73544,-49.43
1684,Nagpur,North,647626,417324,44.13
1685,Solapur,East,153432,284443,80.93
1686,Kolhapur,South,688696,119423,-24.88
1687,Nashik,North,925351,76729,89.75
1688,Solapur,South,840310,53784,93.62
1689,Pune,West,853712,368049,37.12
1690,Nashik,North,833490,416070,50.07
1691,Pune,West,75224,300760,-22.01
1692,Pune,East,812543,310393,97.62
1693,Nashik,East,728253,113335,60.92
1694,Solapur,South,370308,311829,27.43
1695,Nashik,North,356350,167358,25.15
1696,Mumbai,South,121358,465238,42.7
1697,Pune,East,810057,400303,-22.07
1698,Pune,East,198234,369796,39.55
1699,Solapur,West,621568,456636,-39.51
1700,Mumbai,East,97144,31275,40.72
1701,Nagpur,East,668422,262052,36.21
1702,Solapur,South,761788,130262,3.64
1703,Nagpur,West,211026,212497,-36.46
1704,Mumbai,South,665137,183947,32.52
1705,Pune,East,518066,490089,15.62
1706,Mumbai,South,,69586,-3.14
1707,Kolhapur,South,242269,258539,14.2
1708,Mumbai,West,437939,170427,-40.86
1709,Solapur,East,667026,184224,-37.21
1710,Pune,South,,416973,-28.35
1711,Pune,South,71637,397129,33.02
1712,Pune,North,223071,449401,-7.53
1713,Kolhapur,South,491267,143105,-14.73
1714,Nashik,North,759223,44148,44.57
1715,Mumbai,East,835311,308048,39.52
1716,Pune,South,922956,45545,0.74
1717,Nashik,North,508700,476988,90.58
1718,Solapur,South,796203,31701,9.73
1719,Kolhapur,West,815073,21186,-21.57
1720,Kolhapur,East,86148,455112,83.31
1721,Nashik,South,988916,269074,55.32
1722,Kolhapur,East,624423,459560,62.33
1723,Solapur,West,869200,146410,77.34
1724,Nagpur,East,,203754,69.43
1725,Kolhapur,East,228844,283910,77.17
1726,Mumbai,East,989866,237579,-15.85
1727,Nashik,East,129615,67988,42.37
1728,Solapur,East,524775,275301,51.36
1729,Nagpur,North,662174,482685,-6.09
1730,Pune,North,734233,183733,99.14
1731,Nagpur,East,434663,57379,71.09
1732,Pune,South,634719,228900,87.19
1733,Solapur,North,557998,338981,-27.19
1734,Mumbai,East,,370131,-44.34
1735,Nagpur,East,655576,138432,-45.71
1736,Kolhapur,South,613875,474853,80.01
1737,Solapur,North,,60434,31.96
1738,Solapur,North,933730,476194,-3.84
1739,Solapur,West,959611,192214,70.84
1740,Pune,South,846852,157207,46.61
1741,Mumbai,South,602410,431599,42.87
1742,Nagpur,South,378289,378540,69.64
1743,Kolhapur,South,384410,442942,20.38
1744,Kolhapur,South,455970,157803,-25.74
1745,Pune,South,390679,441049,87.64
1746,Mumbai,South,166906,67856,79.79
1747,Mumbai,East,51903,384807,-12.71
1748,Pune,West,548678,301665,-0.67
1749,Nagpur,West,126755,479526,73.02
1750,Pune,North,391800,351826,95.84
1751,Mumbai,East,979802,368949,66.32
1752,Nagpur,South,312284,444131,-42.15
1753,Kolhapur,East,708640,256332,11.25
1754,Solapur,West,704250,169628,66.41
1755,Solapur,South,896294,407493,19.9
1756,Nashik,East,763013,60693,51.38
1757,Nashik,North,977627,107820,-44.55
1758,Solapur,East,521880,436030,-18.25
1759,Pune,South,667434,386002,63.86
1760,Nashik,South,799656,166560,-21.12
1761,Kolhapur,South,186918,474281,95.68
1762,Nashik,East,505990,461842,5.01
1763,Nagpur,East,,32371,-20.86
1764,Pune,East,822390,379108,-20.85
1765,Pune,South,919512,426555,-23.74
1766,Pune,West,636985,166850,2.12
1767,Nagpur,East,472104,163547,37.24
1768,Nashik,West,120360,467279,82.47
1769,Kolhapur,South,992345,332950,90.03
1770,Nagpur,South,779467,221575,39.98
1771,Solapur,South,821726,297703,44.92
1772,Mumbai,South,235252,454932,28.14
1773,Solapur,North,79803,164937,0.5
1774,Solapur,South,540674,22332,30.09
1775,Kolhapur,East,978258,336588,-25.18
1776,Nashik,West,238055,378686,-1.58
1777,Nashik,South,112551,157259,-20.07
1778,Mumbai,South,844105,247723,75.97
1779,Nashik,North,67928,40004,-25.55
1780,Pune,South,923457,401884,62.04
1781,Solapur,East,,200295,-40.04
1782,Mumbai,East,700253,329055,48.96
1783,Mumbai,North,803410,68375,64.84
1784,Nashik,South,57991,35483,-34.91
1785,Mumbai,East,314133,460299,65.8
1786,Mumbai,West,492447,398070,37.89
1787,Pune,East,994546,489614,52.92
1788,Solapur,North,795360,142578,58.49
1789,Mumbai,East,738068,296707,-25.52
1790,Mumbai,East,519437,36023,69.69
1791,Mumbai,South,929317,307857,67.28
1792,Kolhapur,South,317151,334322,47.03
1793,Nagpur,East,990918,26574,25.71
1794,Kolhapur,West,982714,321173,77.49
1795,Pune,West,674713,431390,82.1
1796,Kolhapur,West,462211,497282,0.22
1797,Solapur,South,912063,493322,29.93
1798,Nagpur,East,370761,174764,17.47
1799,Mumbai,East,125469,52574,13.77
1800,Nashik,East,282544,498301,74.18
1801,Mumbai,West,662262,231880,49.53
1802,Pune,West,998840,115938,21.08
1803,Mumbai,North,290492,187782,68.27
1804,Kolhapur,North,389112,355386,91.47
1805,Nashik,South,781035,391225,11.15
1806,Nagpur,West,851237,224666,-29.69
1807,Pune,East,385822,243771,87.97
1808,Nagpur,West,743392,442463,93.6
1809,Nashik,South,963665,423669,11.37
1810,Solapur,West,825624,21649,47.26
1811,Nagpur,West,945052,273665,-36.43
1812,Kolhapur,North,889508,403009,-43.03
1813,Nagpur,East,52125,463465,-35.83
1814,Mumbai,West,907960,37263,66.17
1815,Pune,West,599390,51425,18.86
1816,Pune,South,736017,308381,48.31
1817,Solapur,West,460330,370439,33.19
1818,Kolhapur,South,184177,50751,-20.92
1819,Solapur,South,625700,431399,72.15
1820,Nagpur,South,547919,304697,-17.87
1821,Solapur,East,766463,340659,-22.65
1822,Pune,West,302841,290781,42.67
1823,Pune,West,252758,459154,80.39
1824,Nagpur,South,522354,418759,79.92
1825,Nagpur,North,240167,128264,15.77
1826,Nashik,West,830092,415666,52.82
1827,Kolhapur,North,164034,113263,73.8
1828,Pune,South,758790,138245,-17.56
1829,Solapur,North,755774,22707,9.24
1830,Kolhapur,South,422672,277954,45.01
1831,Nashik,East,331172,231833,75.92
1832,Mumbai,East,535736,79707,0.4
1833,Kolhapur,West,540579,245439,43.19
1834,Solapur,South,207074,211679,-41.22
1835,Mumbai,North,226276,177819,89.88
1836,Nashik,East,992330,381896,84.4
1837,Pune,North,,64488,88.32
1838,Pune,East,472332,261407,95.24
1839,Mumbai,West,650081,299053,76.85
1840,Pune,South,160822,140365,-18.36
1841,Nagpur,East,731944,360702,37.19
1842,Kolhapur,East,278115,200650,-23.03
1843,Nashik,South,446900,74601,-46.93
1844,Solapur,West,298637,441832,-28.5
1845,Nashik,South,808814,341562,76.27
1846,Kolhapur,South,278628,479866,61.55
1847,Mumbai,West,299135,290252,63.98
1848,Mumbai,East,,280404,10.88
1849,Pune,East,849494,191126,-45.98
1850,Mumbai,East,535416,142105,-2.33
1851,Solapur,East,319927,487652,18.28
1852,Nashik,North,603322,455486,3.71
1853,Solapur,South,65135,95445,25.2
1854,Nashik,East,197462,333419,41.84
1855,Kolhapur,South,711031,355614,-32.29
1856,Kolhapur,East,139931,104135,86.18
1857,Pune,West,762627,443802,34
1858,Mumbai,East,118468,155943,78.42
1859,Nashik,South,892465,216124,21.16
1860,Nagpur,East,913092,80016,59.7
1861,Nagpur,North,457097,147441,84.27
1862,Kolhapur,North,535073,425338,40.16
1863,Nagpur,East,182556,280410,11.31
1864,Nagpur,East,855376,445100,36.37
1865,Kolhapur,West,391943,423188,-24.97
1866,Kolhapur,West,148081,61422,55.37
1867,Solapur,South,112936,463017,-44.39
1868,Mumbai,South,622981,341483,17.87
1869,Nashik,West,140120,174120,31.89
1870,Kolhapur,East,600075,436080,10.39
1871,Nagpur,East,955492,255873,22.43
1872,Nagpur,South,535318,31658,-23.64
1873,Nashik,West,485189,303349,-38.28
1874,Pune,East,125358,212889,16.47
1875,Solapur,North,157675,457465,90.06
1876,Solapur,East,880897,94120,-23.03
1877,Mumbai,North,360389,474777,-7.53
1878,Nagpur,North,992100,312637,81.86
1879,Mumbai,South,478470,361650,-9.88
1880,Mumbai,East,782453,404371,7.86
1881,Mumbai,West,227282,90030,-34.73
1882,Mumbai,East,368200,420327,-43
1883,Nashik,North,866875,345688,49.06
1884,Nashik,East,220708,419547,-27.67
1885,Kolhapur,South,,300637,33.79
1886,Nashik,West,,426914,14.53
1887,Mumbai,South,342605,402044,-35.85
1888,Nagpur,East,220605,284493,14.34
1889,Solapur,North,622980,141581,-12.77
1890,Kolhapur,West,348714,179925,78.77
1891,Nagpur,West,87666,482601,-10.57
1892,Mumbai,South,983204,436086,54.79
1893,Kolhapur,East,,145030,52.7
1894,Pune,West,585030,434577,-21.02
1895,Kolhapur,West,880623,276872,33.35
1896,Nashik,East,647782,216486,76.21
1897,Kolhapur,East,605108,447131,-34.94
1898,Nagpur,South,306002,418725,41.58
1899,Nashik,West,456261,269692,-24.56
1900,Nagpur,East,,67800,-13.88
1901,Pune,North,592520,388369,47.25
1902,Kolhapur,East,708168,351350,45.72
1903,Nagpur,East,567883,116523,49.69
1904,Nashik,North,,484979,31.39
1905,Pune,South,490982,134088,67.59
1906,Nashik,North,,35684,47.26
1907,Solapur,East,403220,499568,-18
1908,Mumbai,East,310986,126044,-34.79
1909,Solapur,North,346685,209951,-48.47
1910,Mumbai,North,378234,148003,-48.95
1911,Mumbai,West,922359,333553,-34.05
1912,Solapur,North,740370,295996,15.13
1913,Pune,North,,193558,-49.12
1914,Mumbai,East,813819,90974,7.4
1915,Nagpur,West,81491,440643,66.59
1916,Solapur,North,271239,456524,-30.72
1917,Nagpur,West,395354,274436,68.19
1918,Pune,West,671706,75940,-21.5
1919,Pune,North,,422189,-15.79
1920,Kolhapur,North,597247,487328,-13.4
1921,Kolhapur,East,690402,404911,-1.43
1922,Kolhapur,West,753235,485285,25.16
1923,Solapur,East,520239,415391,52.1
1924,Nagpur,North,242542,151511,66.41
1925,Nashik,West,452540,174263,-46.76
1926,Mumbai,West,389747,191855,-28.18
1927,Nashik,South,746882,335671,62.25
1928,Nashik,North,339233,477740,65.87
1929,Kolhapur,South,181836,172637,91.65
1930,Solapur,South,148353,34415,-6.33
1931,Nashik,West,575110,347841,-16.19
1932,Kolhapur,East,90160,149564,36.06
1933,Kolhapur,West,507858,114568,-38.18
1934,Nashik,South,162325,145196,58.79
1935,Mumbai,North,991065,178856,21.73
1936,Kolhapur,East,854202,51715,56.51
1937,Pune,South,868770,291321,-26.21
1938,Mumbai,South,65616,44920,19.72
1939,Mumbai,North,114428,372258,1.78
1940,Solapur,West,183730,451674,20.7
1941,Kolhapur,South,952732,454691,33.69
1942,Pune,North,958979,428492,52.69
1943,Nagpur,North,696560,30865,80.02
1944,Nagpur,North,445848,48118,-15.05
1945,Nashik,West,319001,446823,14.03
1946,Solapur,North,,280261,-33.03
1947,Pune,South,335172,375887,0.13
1948,Solapur,North,332766,325035,6.99
1949,Pune,North,200245,144491,16.2
1950,Pune,South,294196,74143,89.03
1951,Mumbai,North,232807,354228,86.49
1952,Pune,South,100020,410756,-39.64
1953,Pune,West,185997,125938,12.08
1954,Nagpur,West,,246251,-1.99
1955,Nashik,North,623216,493972,4.16
1956,Nagpur,West,833710,95965,62.59
1957,Kolhapur,West,857230,320857,-20.42
1958,Mumbai,East,150885,252633,63.38
1959,Mumbai,North,978154,230123,87.56
1960,Solapur,South,224454,201088,54.07
1961,Mumbai,South,360004,476093,11.72
1962,Nashik,South,806882,174570,-40.6
1963,Pune,South,292442,407710,-34.39
1964,Nagpur,East,332636,325277,57.23
1965,Solapur,South,962198,449458,-32.97
1966,Mumbai,East,642813,70217,12.14
1967,Mumbai,North,137406,418130,80.73
1968,Nashik,West,495362,83707,30.42
1969,Nagpur,East,231054,460430,0.52
1970,Kolhapur,East,,193808,-15.36
1971,Solapur,South,498758,329749,31
1972,Kolhapur,West,512997,458267,1.02
1973,Kolhapur,South,447845,165625,93.84
1974,Nagpur,North,361554,291418,-47.97
1975,Kolhapur,North,172292,278198,91.79
1976,Kolhapur,West,623207,211531,-18.3
1977,Nagpur,East,938024,185992,36.13
1978,Kolhapur,West,462140,254213,-10.44
1979,Kolhapur,West,405409,83332,72.63
1980,Kolhapur,East,373503,439458,54.86
1981,Solapur,West,199298,458346,-14.85
1982,Mumbai,North,884331,323028,34.74
1983,Nashik,West,69110,499207,86.29
1984,Nashik,South,63641,137674,-16.4
1985,Nashik,North,963505,300923,72.08
1986,Solapur,East,583246,39541,68.95
1987,Nagpur,East,598697,116014,7.43
1988,Nashik,South,159923,50269,-44.25
1989,Nashik,East,120103,23958,-24.96
1990,Kolhapur,East,689635,401951,21.11
1991,Nagpur,North,280126,352959,20.59
1992,Mumbai,North,87795,176863,-34.13
1993,Mumbai,South,758246,155881,-6.98
1994,Nashik,North,553448,166167,6.68
1995,Nagpur,West,128572,424289,72.5
1996,Mumbai,South,439127,348917,84.75
1997,Kolhapur,North,621061,220131,40.53
1998,Pune,East,124501,55199,-8.95
1999,Pune,East,575791,405261,52.85
